identifier,full_link,title,weight
coin-2705,https://catalog.princeton.edu/catalog/coin-2705,Coin 2705,3.75
coin-2679,https://catalog.princeton.edu/catalog/coin-2679,Coin 2679,3.49
coin-3066,https://catalog.princeton.edu/catalog/coin-3066,Coin 3066,5.94
coin-2671,https://catalog.princeton.edu/catalog/coin-2671,Coin 2671,3.69
coin-2663,https://catalog.princeton.edu/catalog/coin-2663,Coin 2663,3.94
coin-2685,https://catalog.princeton.edu/catalog/coin-2685,Coin 2685,3.88
coin-2672,https://catalog.princeton.edu/catalog/coin-2672,Coin 2672,3.95
coin-5681,https://catalog.princeton.edu/catalog/coin-5681,Coin 5681,
coin-2676,https://catalog.princeton.edu/catalog/coin-2676,Coin 2676,3.72
coin-2675,https://catalog.princeton.edu/catalog/coin-2675,Coin 2675,3.36
coin-2684,https://catalog.princeton.edu/catalog/coin-2684,Coin 2684,
coin-2998,https://catalog.princeton.edu/catalog/coin-2998,Coin 2998,2.82
coin-2633,https://catalog.princeton.edu/catalog/coin-2633,Coin 2633,0.54
coin-2536,https://catalog.princeton.edu/catalog/coin-2536,Coin 2536,1.54
coin-2643,https://catalog.princeton.edu/catalog/coin-2643,Coin 2643,1.16
coin-2644,https://catalog.princeton.edu/catalog/coin-2644,Coin 2644,2.99
coin-3078,https://catalog.princeton.edu/catalog/coin-3078,Coin 3078,6.52
coin-2635,https://catalog.princeton.edu/catalog/coin-2635,Coin 2635,3.06
coin-2908,https://catalog.princeton.edu/catalog/coin-2908,Coin 2908,12.64
coin-2601,https://catalog.princeton.edu/catalog/coin-2601,Coin 2601,12.0
coin-2290,https://catalog.princeton.edu/catalog/coin-2290,Coin 2290,13.04
coin-5634,https://catalog.princeton.edu/catalog/coin-5634,Coin 5634,
coin-2289,https://catalog.princeton.edu/catalog/coin-2289,Coin 2289,13.99
coin-2623,https://catalog.princeton.edu/catalog/coin-2623,Coin 2623,3.87
coin-2560,https://catalog.princeton.edu/catalog/coin-2560,Coin 2560,4.92
coin-2599,https://catalog.princeton.edu/catalog/coin-2599,Coin 2599,1.3
coin-2288,https://catalog.princeton.edu/catalog/coin-2288,Coin 2288,13.41
coin-2513,https://catalog.princeton.edu/catalog/coin-2513,Coin 2513,3.08
coin-2613,https://catalog.princeton.edu/catalog/coin-2613,Coin 2613,7.8
coin-2594,https://catalog.princeton.edu/catalog/coin-2594,Coin 2594,1.2
coin-2597,https://catalog.princeton.edu/catalog/coin-2597,Coin 2597,19.0
coin-2512,https://catalog.princeton.edu/catalog/coin-2512,Coin 2512,5.09
coin-3123,https://catalog.princeton.edu/catalog/coin-3123,Coin 3123,14.79
coin-2529,https://catalog.princeton.edu/catalog/coin-2529,Coin 2529,1.4
coin-2514,https://catalog.princeton.edu/catalog/coin-2514,Coin 2514,2.8
coin-2520,https://catalog.princeton.edu/catalog/coin-2520,Coin 2520,1.54
coin-2521,https://catalog.princeton.edu/catalog/coin-2521,Coin 2521,1.81
coin-2517,https://catalog.princeton.edu/catalog/coin-2517,Coin 2517,1.6
coin-2510,https://catalog.princeton.edu/catalog/coin-2510,Coin 2510,1.57
coin-2500,https://catalog.princeton.edu/catalog/coin-2500,Coin 2500,1.64
coin-2281,https://catalog.princeton.edu/catalog/coin-2281,Coin 2281,13.53
coin-2546,https://catalog.princeton.edu/catalog/coin-2546,Coin 2546,1.51
coin-2494,https://catalog.princeton.edu/catalog/coin-2494,Coin 2494,5.28
coin-2503,https://catalog.princeton.edu/catalog/coin-2503,Coin 2503,1.56
coin-3049,https://catalog.princeton.edu/catalog/coin-3049,Coin 3049,
coin-2465,https://catalog.princeton.edu/catalog/coin-2465,Coin 2465,2.15
coin-2828,https://catalog.princeton.edu/catalog/coin-2828,Coin 2828,
coin-2483,https://catalog.princeton.edu/catalog/coin-2483,Coin 2483,1.4
coin-2456,https://catalog.princeton.edu/catalog/coin-2456,Coin 2456,0.95
coin-2271,https://catalog.princeton.edu/catalog/coin-2271,Coin 2271,14.27
coin-2269,https://catalog.princeton.edu/catalog/coin-2269,Coin 2269,10.35
coin-2323,https://catalog.princeton.edu/catalog/coin-2323,Coin 2323,0.59
coin-2352,https://catalog.princeton.edu/catalog/coin-2352,Coin 2352,1.34
coin-2350,https://catalog.princeton.edu/catalog/coin-2350,Coin 2350,2.18
coin-2348,https://catalog.princeton.edu/catalog/coin-2348,Coin 2348,5.0
coin-3013,https://catalog.princeton.edu/catalog/coin-3013,Coin 3013,12.44
coin-2355,https://catalog.princeton.edu/catalog/coin-2355,Coin 2355,2.15
coin-12714,https://catalog.princeton.edu/catalog/coin-12714,Coin 12714,1.21
coin-13340,https://catalog.princeton.edu/catalog/coin-13340,Coin 13340,1.11
coin-13119,https://catalog.princeton.edu/catalog/coin-13119,Coin 13119,1.52
coin-13322,https://catalog.princeton.edu/catalog/coin-13322,Coin 13322,2.59
coin-12715,https://catalog.princeton.edu/catalog/coin-12715,Coin 12715,1.18
coin-13133,https://catalog.princeton.edu/catalog/coin-13133,Coin 13133,1.11
coin-13042,https://catalog.princeton.edu/catalog/coin-13042,Coin 13042,0.97
coin-13311,https://catalog.princeton.edu/catalog/coin-13311,Coin 13311,1.61
coin-13120,https://catalog.princeton.edu/catalog/coin-13120,Coin 13120,1.41
coin-13069,https://catalog.princeton.edu/catalog/coin-13069,Coin 13069,0.62
coin-13367,https://catalog.princeton.edu/catalog/coin-13367,Coin 13367,0.4
coin-13542,https://catalog.princeton.edu/catalog/coin-13542,Coin 13542,1.22
coin-13008,https://catalog.princeton.edu/catalog/coin-13008,Coin 13008,1.09
coin-13009,https://catalog.princeton.edu/catalog/coin-13009,Coin 13009,1.18
coin-13441,https://catalog.princeton.edu/catalog/coin-13441,Coin 13441,0.94
coin-13417,https://catalog.princeton.edu/catalog/coin-13417,Coin 13417,0.96
coin-13568,https://catalog.princeton.edu/catalog/coin-13568,Coin 13568,1.85
coin-13335,https://catalog.princeton.edu/catalog/coin-13335,Coin 13335,1.33
coin-13457,https://catalog.princeton.edu/catalog/coin-13457,Coin 13457,1.38
coin-13488,https://catalog.princeton.edu/catalog/coin-13488,Coin 13488,1.02
coin-13583,https://catalog.princeton.edu/catalog/coin-13583,Coin 13583,0.88
coin-13584,https://catalog.princeton.edu/catalog/coin-13584,Coin 13584,1.65
coin-13419,https://catalog.princeton.edu/catalog/coin-13419,Coin 13419,1.08
coin-13337,https://catalog.princeton.edu/catalog/coin-13337,Coin 13337,0.97
coin-13529,https://catalog.princeton.edu/catalog/coin-13529,Coin 13529,0.69
coin-12739,https://catalog.princeton.edu/catalog/coin-12739,Coin 12739,1.16
coin-13007,https://catalog.princeton.edu/catalog/coin-13007,Coin 13007,0.96
coin-13379,https://catalog.princeton.edu/catalog/coin-13379,Coin 13379,1.65
coin-13385,https://catalog.princeton.edu/catalog/coin-13385,Coin 13385,0.59
coin-13075,https://catalog.princeton.edu/catalog/coin-13075,Coin 13075,1.61
coin-13284,https://catalog.princeton.edu/catalog/coin-13284,Coin 13284,12.46
coin-13565,https://catalog.princeton.edu/catalog/coin-13565,Coin 13565,0.95
coin-12727,https://catalog.princeton.edu/catalog/coin-12727,Coin 12727,1.13
coin-13148,https://catalog.princeton.edu/catalog/coin-13148,Coin 13148,0.68
coin-13598,https://catalog.princeton.edu/catalog/coin-13598,Coin 13598,1.28
coin-13613,https://catalog.princeton.edu/catalog/coin-13613,Coin 13613,1.31
coin-13430,https://catalog.princeton.edu/catalog/coin-13430,Coin 13430,0.77
coin-13535,https://catalog.princeton.edu/catalog/coin-13535,Coin 13535,1.26
coin-13149,https://catalog.princeton.edu/catalog/coin-13149,Coin 13149,0.76
coin-9407,https://catalog.princeton.edu/catalog/coin-9407,Coin 9407,
coin-10499,https://catalog.princeton.edu/catalog/coin-10499,Coin 10499,7.32
coin-13150,https://catalog.princeton.edu/catalog/coin-13150,Coin 13150,0.99
coin-10576,https://catalog.princeton.edu/catalog/coin-10576,Coin 10576,0.67
coin-13573,https://catalog.princeton.edu/catalog/coin-13573,Coin 13573,1.4
coin-13610,https://catalog.princeton.edu/catalog/coin-13610,Coin 13610,
coin-13004,https://catalog.princeton.edu/catalog/coin-13004,Coin 13004,1.34
coin-13539,https://catalog.princeton.edu/catalog/coin-13539,Coin 13539,0.73
coin-13438,https://catalog.princeton.edu/catalog/coin-13438,Coin 13438,1.2
coin-10571,https://catalog.princeton.edu/catalog/coin-10571,Coin 10571,4.53
coin-10577,https://catalog.princeton.edu/catalog/coin-10577,Coin 10577,1.99
coin-13612,https://catalog.princeton.edu/catalog/coin-13612,Coin 13612,1.57
coin-13532,https://catalog.princeton.edu/catalog/coin-13532,Coin 13532,1.09
coin-13429,https://catalog.princeton.edu/catalog/coin-13429,Coin 13429,0.99
coin-13001,https://catalog.princeton.edu/catalog/coin-13001,Coin 13001,1.43
coin-3170,https://catalog.princeton.edu/catalog/coin-3170,Coin 3170,8.31
coin-13537,https://catalog.princeton.edu/catalog/coin-13537,Coin 13537,0.81
coin-13002,https://catalog.princeton.edu/catalog/coin-13002,Coin 13002,1.44
coin-13435,https://catalog.princeton.edu/catalog/coin-13435,Coin 13435,1.29
coin-13013,https://catalog.princeton.edu/catalog/coin-13013,Coin 13013,1.15
coin-13445,https://catalog.princeton.edu/catalog/coin-13445,Coin 13445,1.22
coin-13930,https://catalog.princeton.edu/catalog/coin-13930,Coin 13930,1.77
coin-14029,https://catalog.princeton.edu/catalog/coin-14029,Coin 14029,
coin-13902,https://catalog.princeton.edu/catalog/coin-13902,Coin 13902,6.55
coin-7093,https://catalog.princeton.edu/catalog/coin-7093,Coin 7093,63.04
coin-11451,https://catalog.princeton.edu/catalog/coin-11451,Coin 11451,2.35
coin-7259,https://catalog.princeton.edu/catalog/coin-7259,Coin 7259,9.4
coin-7096,https://catalog.princeton.edu/catalog/coin-7096,Coin 7096,4.38
coin-7091,https://catalog.princeton.edu/catalog/coin-7091,Coin 7091,22.13
coin-7175,https://catalog.princeton.edu/catalog/coin-7175,Coin 7175,3.96
coin-2212,https://catalog.princeton.edu/catalog/coin-2212,Coin 2212,10.94
coin-7111,https://catalog.princeton.edu/catalog/coin-7111,Coin 7111,3.64
coin-7144,https://catalog.princeton.edu/catalog/coin-7144,Coin 7144,18.43
coin-3385,https://catalog.princeton.edu/catalog/coin-3385,Coin 3385,9.77
coin-3386,https://catalog.princeton.edu/catalog/coin-3386,Coin 3386,9.74
coin-1693,https://catalog.princeton.edu/catalog/coin-1693,Coin 1693,1.92
coin-1694,https://catalog.princeton.edu/catalog/coin-1694,Coin 1694,2.33
coin-11445,https://catalog.princeton.edu/catalog/coin-11445,Coin 11445,2.3
coin-13888,https://catalog.princeton.edu/catalog/coin-13888,Coin 13888,17.01
coin-13834,https://catalog.princeton.edu/catalog/coin-13834,Coin 13834,15.8
coin-14016,https://catalog.princeton.edu/catalog/coin-14016,Coin 14016,74.54
coin-11447,https://catalog.princeton.edu/catalog/coin-11447,Coin 11447,2.3
coin-13917,https://catalog.princeton.edu/catalog/coin-13917,Coin 13917,2.68
coin-7220,https://catalog.princeton.edu/catalog/coin-7220,Coin 7220,2.28
coin-11448,https://catalog.princeton.edu/catalog/coin-11448,Coin 11448,2.1
coin-7177,https://catalog.princeton.edu/catalog/coin-7177,Coin 7177,3.84
coin-7255,https://catalog.princeton.edu/catalog/coin-7255,Coin 7255,13.11
coin-7265,https://catalog.princeton.edu/catalog/coin-7265,Coin 7265,
coin-7341,https://catalog.princeton.edu/catalog/coin-7341,Coin 7341,3.844
coin-7391,https://catalog.princeton.edu/catalog/coin-7391,Coin 7391,3.944
coin-7603,https://catalog.princeton.edu/catalog/coin-7603,Coin 7603,1.94
coin-12244,https://catalog.princeton.edu/catalog/coin-12244,Coin 12244,1.82
coin-12217,https://catalog.princeton.edu/catalog/coin-12217,Coin 12217,1.49
coin-7823,https://catalog.princeton.edu/catalog/coin-7823,Coin 7823,3.64
coin-7903,https://catalog.princeton.edu/catalog/coin-7903,Coin 7903,1.15
coin-12178,https://catalog.princeton.edu/catalog/coin-12178,Coin 12178,2.81
coin-12390,https://catalog.princeton.edu/catalog/coin-12390,Coin 12390,6.29
coin-12238,https://catalog.princeton.edu/catalog/coin-12238,Coin 12238,1.34
coin-12350,https://catalog.princeton.edu/catalog/coin-12350,Coin 12350,4.28
coin-12412,https://catalog.princeton.edu/catalog/coin-12412,Coin 12412,3.85
coin-12410,https://catalog.princeton.edu/catalog/coin-12410,Coin 12410,3.94
coin-10133,https://catalog.princeton.edu/catalog/coin-10133,Coin 10133,2.24
coin-10124,https://catalog.princeton.edu/catalog/coin-10124,Coin 10124,32.29
coin-10134,https://catalog.princeton.edu/catalog/coin-10134,Coin 10134,2.42
coin-10110,https://catalog.princeton.edu/catalog/coin-10110,Coin 10110,3.37
coin-10081,https://catalog.princeton.edu/catalog/coin-10081,Coin 10081,2.81
coin-10131,https://catalog.princeton.edu/catalog/coin-10131,Coin 10131,3.7
coin-10080,https://catalog.princeton.edu/catalog/coin-10080,Coin 10080,2.38
coin-10171,https://catalog.princeton.edu/catalog/coin-10171,Coin 10171,4.61
coin-10090,https://catalog.princeton.edu/catalog/coin-10090,Coin 10090,2.17
coin-13326,https://catalog.princeton.edu/catalog/coin-13326,Coin 13326,1.27
coin-10075,https://catalog.princeton.edu/catalog/coin-10075,Coin 10075,2.69
coin-10064,https://catalog.princeton.edu/catalog/coin-10064,Coin 10064,5.06
coin-13561,https://catalog.princeton.edu/catalog/coin-13561,Coin 13561,1.19
coin-10105,https://catalog.princeton.edu/catalog/coin-10105,Coin 10105,4.27
coin-10106,https://catalog.princeton.edu/catalog/coin-10106,Coin 10106,1.94
coin-10102,https://catalog.princeton.edu/catalog/coin-10102,Coin 10102,1.615
coin-10101,https://catalog.princeton.edu/catalog/coin-10101,Coin 10101,3.77
coin-10062,https://catalog.princeton.edu/catalog/coin-10062,Coin 10062,1.5
coin-9674,https://catalog.princeton.edu/catalog/coin-9674,Coin 9674,
coin-11633,https://catalog.princeton.edu/catalog/coin-11633,Coin 11633,
coin-9672,https://catalog.princeton.edu/catalog/coin-9672,Coin 9672,0.79
coin-10108,https://catalog.princeton.edu/catalog/coin-10108,Coin 10108,2.09
coin-11398,https://catalog.princeton.edu/catalog/coin-11398,Coin 11398,0.7
coin-10091,https://catalog.princeton.edu/catalog/coin-10091,Coin 10091,6.12
coin-9992,https://catalog.princeton.edu/catalog/coin-9992,Coin 9992,40.85
coin-10100,https://catalog.princeton.edu/catalog/coin-10100,Coin 10100,2.88
coin-10094,https://catalog.princeton.edu/catalog/coin-10094,Coin 10094,2.77
coin-11396,https://catalog.princeton.edu/catalog/coin-11396,Coin 11396,1.69
coin-10069,https://catalog.princeton.edu/catalog/coin-10069,Coin 10069,3.83
coin-9631,https://catalog.princeton.edu/catalog/coin-9631,Coin 9631,1.24
coin-10488,https://catalog.princeton.edu/catalog/coin-10488,Coin 10488,
coin-9935,https://catalog.princeton.edu/catalog/coin-9935,Coin 9935,4.33
coin-13246,https://catalog.princeton.edu/catalog/coin-13246,Coin 13246,1.01
coin-9933,https://catalog.princeton.edu/catalog/coin-9933,Coin 9933,2.35
coin-10030,https://catalog.princeton.edu/catalog/coin-10030,Coin 10030,0.35
coin-9896,https://catalog.princeton.edu/catalog/coin-9896,Coin 9896,2.76
coin-9889,https://catalog.princeton.edu/catalog/coin-9889,Coin 9889,2.38
coin-8749,https://catalog.princeton.edu/catalog/coin-8749,Coin 8749,4.28
coin-9887,https://catalog.princeton.edu/catalog/coin-9887,Coin 9887,
coin-9886,https://catalog.princeton.edu/catalog/coin-9886,Coin 9886,3.91
coin-10487,https://catalog.princeton.edu/catalog/coin-10487,Coin 10487,
coin-10029,https://catalog.princeton.edu/catalog/coin-10029,Coin 10029,0.86
coin-9884,https://catalog.princeton.edu/catalog/coin-9884,Coin 9884,4.21
coin-9878,https://catalog.princeton.edu/catalog/coin-9878,Coin 9878,
coin-9894,https://catalog.princeton.edu/catalog/coin-9894,Coin 9894,
coin-9885,https://catalog.princeton.edu/catalog/coin-9885,Coin 9885,1.04
coin-9882,https://catalog.princeton.edu/catalog/coin-9882,Coin 9882,1.26
coin-9883,https://catalog.princeton.edu/catalog/coin-9883,Coin 9883,2.75
coin-9864,https://catalog.princeton.edu/catalog/coin-9864,Coin 9864,3.25
coin-10028,https://catalog.princeton.edu/catalog/coin-10028,Coin 10028,0.8
coin-9872,https://catalog.princeton.edu/catalog/coin-9872,Coin 9872,3.48
coin-9867,https://catalog.princeton.edu/catalog/coin-9867,Coin 9867,3.77
coin-9877,https://catalog.princeton.edu/catalog/coin-9877,Coin 9877,
coin-9869,https://catalog.princeton.edu/catalog/coin-9869,Coin 9869,
coin-11397,https://catalog.princeton.edu/catalog/coin-11397,Coin 11397,1.25
coin-9859,https://catalog.princeton.edu/catalog/coin-9859,Coin 9859,3.14
coin-9865,https://catalog.princeton.edu/catalog/coin-9865,Coin 9865,1.23
coin-9659,https://catalog.princeton.edu/catalog/coin-9659,Coin 9659,1.13
coin-9856,https://catalog.princeton.edu/catalog/coin-9856,Coin 9856,1.73
coin-10027,https://catalog.princeton.edu/catalog/coin-10027,Coin 10027,0.58
coin-9623,https://catalog.princeton.edu/catalog/coin-9623,Coin 9623,1.46
coin-9861,https://catalog.princeton.edu/catalog/coin-9861,Coin 9861,213.5
coin-9847,https://catalog.princeton.edu/catalog/coin-9847,Coin 9847,1.4
coin-11901,https://catalog.princeton.edu/catalog/coin-11901,Coin 11901,2.75
coin-9836,https://catalog.princeton.edu/catalog/coin-9836,Coin 9836,1.57
coin-9826,https://catalog.princeton.edu/catalog/coin-9826,Coin 9826,64.184
coin-9824,https://catalog.princeton.edu/catalog/coin-9824,Coin 9824,125.45
coin-10025,https://catalog.princeton.edu/catalog/coin-10025,Coin 10025,0.79
coin-10023,https://catalog.princeton.edu/catalog/coin-10023,Coin 10023,0.81
coin-9829,https://catalog.princeton.edu/catalog/coin-9829,Coin 9829,3.07
coin-9832,https://catalog.princeton.edu/catalog/coin-9832,Coin 9832,2.5
coin-9839,https://catalog.princeton.edu/catalog/coin-9839,Coin 9839,1.3
coin-9811,https://catalog.princeton.edu/catalog/coin-9811,Coin 9811,59.66
coin-9828,https://catalog.princeton.edu/catalog/coin-9828,Coin 9828,2.51
coin-9814,https://catalog.princeton.edu/catalog/coin-9814,Coin 9814,162.08
coin-9806,https://catalog.princeton.edu/catalog/coin-9806,Coin 9806,219.69
coin-10022,https://catalog.princeton.edu/catalog/coin-10022,Coin 10022,0.99
coin-9831,https://catalog.princeton.edu/catalog/coin-9831,Coin 9831,
coin-13346,https://catalog.princeton.edu/catalog/coin-13346,Coin 13346,0.97
coin-9823,https://catalog.princeton.edu/catalog/coin-9823,Coin 9823,2.46
coin-9818,https://catalog.princeton.edu/catalog/coin-9818,Coin 9818,2.93
coin-9804,https://catalog.princeton.edu/catalog/coin-9804,Coin 9804,195.14
coin-9817,https://catalog.princeton.edu/catalog/coin-9817,Coin 9817,1.63
coin-10020,https://catalog.princeton.edu/catalog/coin-10020,Coin 10020,0.66
coin-9793,https://catalog.princeton.edu/catalog/coin-9793,Coin 9793,201.79
coin-10017,https://catalog.princeton.edu/catalog/coin-10017,Coin 10017,0.45
coin-9783,https://catalog.princeton.edu/catalog/coin-9783,Coin 9783,1.23
coin-9820,https://catalog.princeton.edu/catalog/coin-9820,Coin 9820,3.3
coin-9652,https://catalog.princeton.edu/catalog/coin-9652,Coin 9652,0.59
coin-9781,https://catalog.princeton.edu/catalog/coin-9781,Coin 9781,489.6
coin-9618,https://catalog.princeton.edu/catalog/coin-9618,Coin 9618,1.6
coin-9496,https://catalog.princeton.edu/catalog/coin-9496,Coin 9496,8.1
coin-9771,https://catalog.princeton.edu/catalog/coin-9771,Coin 9771,
coin-9742,https://catalog.princeton.edu/catalog/coin-9742,Coin 9742,
coin-9616,https://catalog.princeton.edu/catalog/coin-9616,Coin 9616,1.66
coin-9720,https://catalog.princeton.edu/catalog/coin-9720,Coin 9720,
coin-8732,https://catalog.princeton.edu/catalog/coin-8732,Coin 8732,4.47
coin-9495,https://catalog.princeton.edu/catalog/coin-9495,Coin 9495,8.0
coin-9726,https://catalog.princeton.edu/catalog/coin-9726,Coin 9726,4.44
coin-9762,https://catalog.princeton.edu/catalog/coin-9762,Coin 9762,
coin-12352,https://catalog.princeton.edu/catalog/coin-12352,Coin 12352,3.8
coin-12143,https://catalog.princeton.edu/catalog/coin-12143,Coin 12143,4.7
coin-12151,https://catalog.princeton.edu/catalog/coin-12151,Coin 12151,3.36
coin-12156,https://catalog.princeton.edu/catalog/coin-12156,Coin 12156,2.48
coin-12154,https://catalog.princeton.edu/catalog/coin-12154,Coin 12154,4.17
coin-10798,https://catalog.princeton.edu/catalog/coin-10798,Coin 10798,8.38
coin-11078,https://catalog.princeton.edu/catalog/coin-11078,Coin 11078,3.93
coin-11081,https://catalog.princeton.edu/catalog/coin-11081,Coin 11081,0.5
coin-12161,https://catalog.princeton.edu/catalog/coin-12161,Coin 12161,2.83
coin-8020,https://catalog.princeton.edu/catalog/coin-8020,Coin 8020,3.11
coin-8030,https://catalog.princeton.edu/catalog/coin-8030,Coin 8030,310.0
coin-12165,https://catalog.princeton.edu/catalog/coin-12165,Coin 12165,3.07
coin-8317,https://catalog.princeton.edu/catalog/coin-8317,Coin 8317,1.5
coin-8536,https://catalog.princeton.edu/catalog/coin-8536,Coin 8536,104.4
coin-8541,https://catalog.princeton.edu/catalog/coin-8541,Coin 8541,58.01
coin-12164,https://catalog.princeton.edu/catalog/coin-12164,Coin 12164,5.02
coin-12163,https://catalog.princeton.edu/catalog/coin-12163,Coin 12163,3.82
coin-12169,https://catalog.princeton.edu/catalog/coin-12169,Coin 12169,4.85
coin-12168,https://catalog.princeton.edu/catalog/coin-12168,Coin 12168,2.95
coin-12167,https://catalog.princeton.edu/catalog/coin-12167,Coin 12167,4.72
coin-12147,https://catalog.princeton.edu/catalog/coin-12147,Coin 12147,3.48
coin-12179,https://catalog.princeton.edu/catalog/coin-12179,Coin 12179,3.59
coin-12174,https://catalog.princeton.edu/catalog/coin-12174,Coin 12174,2.69
coin-12199,https://catalog.princeton.edu/catalog/coin-12199,Coin 12199,2.04
coin-12202,https://catalog.princeton.edu/catalog/coin-12202,Coin 12202,1.97
coin-12331,https://catalog.princeton.edu/catalog/coin-12331,Coin 12331,3.55
coin-13922,https://catalog.princeton.edu/catalog/coin-13922,Coin 13922,2.39
coin-13964,https://catalog.princeton.edu/catalog/coin-13964,Coin 13964,3.96
coin-14001,https://catalog.princeton.edu/catalog/coin-14001,Coin 14001,33.69
coin-15137,https://catalog.princeton.edu/catalog/coin-15137,Coin 15137,3.17
coin-13343,https://catalog.princeton.edu/catalog/coin-13343,Coin 13343,4.41
coin-13920,https://catalog.princeton.edu/catalog/coin-13920,Coin 13920,26.32
coin-14785,https://catalog.princeton.edu/catalog/coin-14785,Coin 14785,
coin-13912,https://catalog.princeton.edu/catalog/coin-13912,Coin 13912,6.18
coin-13937,https://catalog.princeton.edu/catalog/coin-13937,Coin 13937,4.91
coin-13925,https://catalog.princeton.edu/catalog/coin-13925,Coin 13925,2.76
coin-13942,https://catalog.princeton.edu/catalog/coin-13942,Coin 13942,24.63
coin-13840,https://catalog.princeton.edu/catalog/coin-13840,Coin 13840,32.8
coin-13914,https://catalog.princeton.edu/catalog/coin-13914,Coin 13914,2.65
coin-13915,https://catalog.princeton.edu/catalog/coin-13915,Coin 13915,2.67
coin-13929,https://catalog.princeton.edu/catalog/coin-13929,Coin 13929,1.52
coin-13833,https://catalog.princeton.edu/catalog/coin-13833,Coin 13833,14.31
coin-13905,https://catalog.princeton.edu/catalog/coin-13905,Coin 13905,0.97
coin-13910,https://catalog.princeton.edu/catalog/coin-13910,Coin 13910,13.54
coin-13927,https://catalog.princeton.edu/catalog/coin-13927,Coin 13927,2.64
coin-13934,https://catalog.princeton.edu/catalog/coin-13934,Coin 13934,1.28
coin-13911,https://catalog.princeton.edu/catalog/coin-13911,Coin 13911,45.6
coin-13903,https://catalog.princeton.edu/catalog/coin-13903,Coin 13903,0.86
coin-13782,https://catalog.princeton.edu/catalog/coin-13782,Coin 13782,25.05
coin-13846,https://catalog.princeton.edu/catalog/coin-13846,Coin 13846,30.23
coin-14000,https://catalog.princeton.edu/catalog/coin-14000,Coin 14000,23.11
coin-13919,https://catalog.princeton.edu/catalog/coin-13919,Coin 13919,30.93
coin-13713,https://catalog.princeton.edu/catalog/coin-13713,Coin 13713,17.84
coin-13918,https://catalog.princeton.edu/catalog/coin-13918,Coin 13918,2.73
coin-13945,https://catalog.princeton.edu/catalog/coin-13945,Coin 13945,2.59
coin-13926,https://catalog.princeton.edu/catalog/coin-13926,Coin 13926,5.11
coin-13933,https://catalog.princeton.edu/catalog/coin-13933,Coin 13933,2.07
coin-14004,https://catalog.princeton.edu/catalog/coin-14004,Coin 14004,128.49
coin-13991,https://catalog.princeton.edu/catalog/coin-13991,Coin 13991,6.19
coin-14027,https://catalog.princeton.edu/catalog/coin-14027,Coin 14027,65.39
coin-13909,https://catalog.princeton.edu/catalog/coin-13909,Coin 13909,1.33
coin-13897,https://catalog.princeton.edu/catalog/coin-13897,Coin 13897,16.89
coin-14012,https://catalog.princeton.edu/catalog/coin-14012,Coin 14012,72.13
coin-13894,https://catalog.princeton.edu/catalog/coin-13894,Coin 13894,17.15
coin-13986,https://catalog.princeton.edu/catalog/coin-13986,Coin 13986,2.64
coin-13939,https://catalog.princeton.edu/catalog/coin-13939,Coin 13939,4.87
coin-13992,https://catalog.princeton.edu/catalog/coin-13992,Coin 13992,4.05
coin-13935,https://catalog.princeton.edu/catalog/coin-13935,Coin 13935,1.89
coin-13995,https://catalog.princeton.edu/catalog/coin-13995,Coin 13995,0.34
coin-14037,https://catalog.princeton.edu/catalog/coin-14037,Coin 14037,
coin-13983,https://catalog.princeton.edu/catalog/coin-13983,Coin 13983,8.78
coin-13895,https://catalog.princeton.edu/catalog/coin-13895,Coin 13895,17.36
coin-14032,https://catalog.princeton.edu/catalog/coin-14032,Coin 14032,
coin-3383,https://catalog.princeton.edu/catalog/coin-3383,Coin 3383,11.0
coin-3384,https://catalog.princeton.edu/catalog/coin-3384,Coin 3384,9.41
coin-3108,https://catalog.princeton.edu/catalog/coin-3108,Coin 3108,9.71
coin-3004,https://catalog.princeton.edu/catalog/coin-3004,Coin 3004,18.67
coin-2965,https://catalog.princeton.edu/catalog/coin-2965,Coin 2965,11.02
coin-3164,https://catalog.princeton.edu/catalog/coin-3164,Coin 3164,12.25
coin-2864,https://catalog.princeton.edu/catalog/coin-2864,Coin 2864,
coin-2861,https://catalog.princeton.edu/catalog/coin-2861,Coin 2861,9.7
coin-2857,https://catalog.princeton.edu/catalog/coin-2857,Coin 2857,15.51
coin-2856,https://catalog.princeton.edu/catalog/coin-2856,Coin 2856,
coin-2203,https://catalog.princeton.edu/catalog/coin-2203,Coin 2203,12.7
coin-3036,https://catalog.princeton.edu/catalog/coin-3036,Coin 3036,6.9
coin-2153,https://catalog.princeton.edu/catalog/coin-2153,Coin 2153,12.24
coin-2152,https://catalog.princeton.edu/catalog/coin-2152,Coin 2152,
coin-2150,https://catalog.princeton.edu/catalog/coin-2150,Coin 2150,9.04
coin-2157,https://catalog.princeton.edu/catalog/coin-2157,Coin 2157,12.0
coin-2847,https://catalog.princeton.edu/catalog/coin-2847,Coin 2847,7.14
coin-2161,https://catalog.princeton.edu/catalog/coin-2161,Coin 2161,9.0
coin-13016,https://catalog.princeton.edu/catalog/coin-13016,Coin 13016,1.08
coin-13448,https://catalog.princeton.edu/catalog/coin-13448,Coin 13448,1.24
coin-13444,https://catalog.princeton.edu/catalog/coin-13444,Coin 13444,0.66
