identifier,full_link,title,weight
coin-11402,https://catalog.princeton.edu/catalog/coin-11402,Coin 11402,10.29
coin-11401,https://catalog.princeton.edu/catalog/coin-11401,Coin 11401,5.41
coin-11369,https://catalog.princeton.edu/catalog/coin-11369,Coin 11369,8.05
coin-11368,https://catalog.princeton.edu/catalog/coin-11368,Coin 11368,10.17
coin-11697,https://catalog.princeton.edu/catalog/coin-11697,Coin 11697,4.739
coin-11694,https://catalog.princeton.edu/catalog/coin-11694,Coin 11694,7.869
coin-11695,https://catalog.princeton.edu/catalog/coin-11695,Coin 11695,9.302999999999999
coin-11683,https://catalog.princeton.edu/catalog/coin-11683,Coin 11683,8.896
coin-11688,https://catalog.princeton.edu/catalog/coin-11688,Coin 11688,9.032
coin-11696,https://catalog.princeton.edu/catalog/coin-11696,Coin 11696,9.479
coin-11690,https://catalog.princeton.edu/catalog/coin-11690,Coin 11690,9.323
coin-11693,https://catalog.princeton.edu/catalog/coin-11693,Coin 11693,7.936
coin-11704,https://catalog.princeton.edu/catalog/coin-11704,Coin 11704,5.587000000000001
coin-11698,https://catalog.princeton.edu/catalog/coin-11698,Coin 11698,4.888999999999999
coin-11885,https://catalog.princeton.edu/catalog/coin-11885,Coin 11885,
coin-11705,https://catalog.princeton.edu/catalog/coin-11705,Coin 11705,4.377
coin-11886,https://catalog.princeton.edu/catalog/coin-11886,Coin 11886,4.582
coin-11706,https://catalog.princeton.edu/catalog/coin-11706,Coin 11706,11.389000000000001
coin-11888,https://catalog.princeton.edu/catalog/coin-11888,Coin 11888,
coin-11887,https://catalog.princeton.edu/catalog/coin-11887,Coin 11887,6.53
coin-11803,https://catalog.princeton.edu/catalog/coin-11803,Coin 11803,3.194
coin-11806,https://catalog.princeton.edu/catalog/coin-11806,Coin 11806,
coin-11805,https://catalog.princeton.edu/catalog/coin-11805,Coin 11805,5.056
coin-12125,https://catalog.princeton.edu/catalog/coin-12125,Coin 12125,6.63
coin-11809,https://catalog.princeton.edu/catalog/coin-11809,Coin 11809,
coin-11808,https://catalog.princeton.edu/catalog/coin-11808,Coin 11808,4.6080000000000005
coin-11810,https://catalog.princeton.edu/catalog/coin-11810,Coin 11810,3.597
coin-11822,https://catalog.princeton.edu/catalog/coin-11822,Coin 11822,1.82
coin-11811,https://catalog.princeton.edu/catalog/coin-11811,Coin 11811,2.1430000000000002
coin-11815,https://catalog.princeton.edu/catalog/coin-11815,Coin 11815,2.311
coin-11814,https://catalog.princeton.edu/catalog/coin-11814,Coin 11814,2.38
coin-11813,https://catalog.princeton.edu/catalog/coin-11813,Coin 11813,2.294
coin-12007,https://catalog.princeton.edu/catalog/coin-12007,Coin 12007,5.329
coin-11890,https://catalog.princeton.edu/catalog/coin-11890,Coin 11890,4.65
coin-12005,https://catalog.princeton.edu/catalog/coin-12005,Coin 12005,
coin-11889,https://catalog.princeton.edu/catalog/coin-11889,Coin 11889,4.737
coin-12118,https://catalog.princeton.edu/catalog/coin-12118,Coin 12118,4.084
coin-12117,https://catalog.princeton.edu/catalog/coin-12117,Coin 12117,4.754
coin-12124,https://catalog.princeton.edu/catalog/coin-12124,Coin 12124,
coin-12123,https://catalog.princeton.edu/catalog/coin-12123,Coin 12123,0.741
coin-12122,https://catalog.princeton.edu/catalog/coin-12122,Coin 12122,4.9510000000000005
coin-12121,https://catalog.princeton.edu/catalog/coin-12121,Coin 12121,
coin-12120,https://catalog.princeton.edu/catalog/coin-12120,Coin 12120,4.23
coin-12119,https://catalog.princeton.edu/catalog/coin-12119,Coin 12119,4.526
coin-12006,https://catalog.princeton.edu/catalog/coin-12006,Coin 12006,5.86
coin-8082,https://catalog.princeton.edu/catalog/coin-8082,Coin 8082,12.51
coin-8062,https://catalog.princeton.edu/catalog/coin-8062,Coin 8062,1.09
coin-8063,https://catalog.princeton.edu/catalog/coin-8063,Coin 8063,2.21
coin-8060,https://catalog.princeton.edu/catalog/coin-8060,Coin 8060,1.34
coin-8009,https://catalog.princeton.edu/catalog/coin-8009,Coin 8009,12.6
coin-8078,https://catalog.princeton.edu/catalog/coin-8078,Coin 8078,14.62
coin-8079,https://catalog.princeton.edu/catalog/coin-8079,Coin 8079,13.83
coin-8070,https://catalog.princeton.edu/catalog/coin-8070,Coin 8070,0.95
coin-8081,https://catalog.princeton.edu/catalog/coin-8081,Coin 8081,3.18
coin-8061,https://catalog.princeton.edu/catalog/coin-8061,Coin 8061,4.63
coin-8068,https://catalog.princeton.edu/catalog/coin-8068,Coin 8068,1.7
coin-8067,https://catalog.princeton.edu/catalog/coin-8067,Coin 8067,4.52
coin-8066,https://catalog.princeton.edu/catalog/coin-8066,Coin 8066,3.66
coin-8065,https://catalog.princeton.edu/catalog/coin-8065,Coin 8065,3.39
coin-8064,https://catalog.princeton.edu/catalog/coin-8064,Coin 8064,2.92
coin-9293,https://catalog.princeton.edu/catalog/coin-9293,Coin 9293,
coin-8075,https://catalog.princeton.edu/catalog/coin-8075,Coin 8075,1.73
coin-8074,https://catalog.princeton.edu/catalog/coin-8074,Coin 8074,2.13
coin-8072,https://catalog.princeton.edu/catalog/coin-8072,Coin 8072,1.56
coin-8144,https://catalog.princeton.edu/catalog/coin-8144,Coin 8144,5.42
coin-8142,https://catalog.princeton.edu/catalog/coin-8142,Coin 8142,10.36
coin-8138,https://catalog.princeton.edu/catalog/coin-8138,Coin 8138,11.47
coin-8137,https://catalog.princeton.edu/catalog/coin-8137,Coin 8137,10.57
coin-8167,https://catalog.princeton.edu/catalog/coin-8167,Coin 8167,1.76
coin-8146,https://catalog.princeton.edu/catalog/coin-8146,Coin 8146,2.37
coin-8145,https://catalog.princeton.edu/catalog/coin-8145,Coin 8145,1.18
coin-15073,https://catalog.princeton.edu/catalog/coin-15073,Coin 15073,
coin-13470,https://catalog.princeton.edu/catalog/coin-13470,Coin 13470,3.39
coin-13730,https://catalog.princeton.edu/catalog/coin-13730,Coin 13730,3.6
coin-13507,https://catalog.princeton.edu/catalog/coin-13507,Coin 13507,6.21
coin-13509,https://catalog.princeton.edu/catalog/coin-13509,Coin 13509,7.17
coin-13688,https://catalog.princeton.edu/catalog/coin-13688,Coin 13688,5.62
coin-13706,https://catalog.princeton.edu/catalog/coin-13706,Coin 13706,4.12
coin-13698,https://catalog.princeton.edu/catalog/coin-13698,Coin 13698,4.6
coin-13702,https://catalog.princeton.edu/catalog/coin-13702,Coin 13702,4.85
coin-13704,https://catalog.princeton.edu/catalog/coin-13704,Coin 13704,8.18
coin-13705,https://catalog.princeton.edu/catalog/coin-13705,Coin 13705,5.45
coin-13701,https://catalog.princeton.edu/catalog/coin-13701,Coin 13701,5.68
coin-3563,https://catalog.princeton.edu/catalog/coin-3563,Coin 3563,10.94
coin-1635,https://catalog.princeton.edu/catalog/coin-1635,Coin 1635,9.62
coin-1632,https://catalog.princeton.edu/catalog/coin-1632,Coin 1632,10.94
coin-8850,https://catalog.princeton.edu/catalog/coin-8850,Coin 8850,4.3
coin-8849,https://catalog.princeton.edu/catalog/coin-8849,Coin 8849,3.9
coin-1043,https://catalog.princeton.edu/catalog/coin-1043,Coin 1043,16.75
coin-9717,https://catalog.princeton.edu/catalog/coin-9717,Coin 9717,
coin-1058,https://catalog.princeton.edu/catalog/coin-1058,Coin 1058,6.61
coin-9724,https://catalog.princeton.edu/catalog/coin-9724,Coin 9724,
coin-9716,https://catalog.princeton.edu/catalog/coin-9716,Coin 9716,
coin-13255,https://catalog.princeton.edu/catalog/coin-13255,Coin 13255,2.89
coin-1120,https://catalog.princeton.edu/catalog/coin-1120,Coin 1120,
coin-9722,https://catalog.princeton.edu/catalog/coin-9722,Coin 9722,
coin-13261,https://catalog.princeton.edu/catalog/coin-13261,Coin 13261,2.82
coin-13358,https://catalog.princeton.edu/catalog/coin-13358,Coin 13358,2.96
coin-9730,https://catalog.princeton.edu/catalog/coin-9730,Coin 9730,
coin-5801,https://catalog.princeton.edu/catalog/coin-5801,Coin 5801,3.32
coin-1373,https://catalog.princeton.edu/catalog/coin-1373,Coin 1373,0.83
coin-15127,https://catalog.princeton.edu/catalog/coin-15127,Coin 15127,
coin-12082,https://catalog.princeton.edu/catalog/coin-12082,Coin 12082,1.39
coin-10103,https://catalog.princeton.edu/catalog/coin-10103,Coin 10103,3.97
coin-10061,https://catalog.princeton.edu/catalog/coin-10061,Coin 10061,4.55
coin-13940,https://catalog.princeton.edu/catalog/coin-13940,Coin 13940,3.4810000000000003
coin-12083,https://catalog.princeton.edu/catalog/coin-12083,Coin 12083,9.81
coin-13712,https://catalog.princeton.edu/catalog/coin-13712,Coin 13712,37.67
coin-10165,https://catalog.princeton.edu/catalog/coin-10165,Coin 10165,2.68
coin-10063,https://catalog.princeton.edu/catalog/coin-10063,Coin 10063,3.69
coin-9772,https://catalog.princeton.edu/catalog/coin-9772,Coin 9772,
coin-13944,https://catalog.princeton.edu/catalog/coin-13944,Coin 13944,3.877
coin-12084,https://catalog.princeton.edu/catalog/coin-12084,Coin 12084,5.21
coin-15254,https://catalog.princeton.edu/catalog/coin-15254,Coin 15254,12.67
coin-14969,https://catalog.princeton.edu/catalog/coin-14969,Coin 14969,21.44
coin-13363,https://catalog.princeton.edu/catalog/coin-13363,Coin 13363,2.79
coin-5805,https://catalog.princeton.edu/catalog/coin-5805,Coin 5805,3.33
coin-10070,https://catalog.princeton.edu/catalog/coin-10070,Coin 10070,2.04
coin-5804,https://catalog.princeton.edu/catalog/coin-5804,Coin 5804,3.34
coin-9734,https://catalog.princeton.edu/catalog/coin-9734,Coin 9734,
coin-6933,https://catalog.princeton.edu/catalog/coin-6933,Coin 6933,2.36
coin-13368,https://catalog.princeton.edu/catalog/coin-13368,Coin 13368,2.95
coin-10118,https://catalog.princeton.edu/catalog/coin-10118,Coin 10118,3.57
coin-10082,https://catalog.princeton.edu/catalog/coin-10082,Coin 10082,3.48
coin-12002,https://catalog.princeton.edu/catalog/coin-12002,Coin 12002,7.191
coin-5811,https://catalog.princeton.edu/catalog/coin-5811,Coin 5811,3.96
coin-5812,https://catalog.princeton.edu/catalog/coin-5812,Coin 5812,4.03
coin-13645,https://catalog.princeton.edu/catalog/coin-13645,Coin 13645,2.56
coin-1375,https://catalog.princeton.edu/catalog/coin-1375,Coin 1375,0.65
coin-5807,https://catalog.princeton.edu/catalog/coin-5807,Coin 5807,3.29
coin-9733,https://catalog.princeton.edu/catalog/coin-9733,Coin 9733,
coin-15253,https://catalog.princeton.edu/catalog/coin-15253,Coin 15253,11.31
coin-15194,https://catalog.princeton.edu/catalog/coin-15194,Coin 15194,
coin-15124,https://catalog.princeton.edu/catalog/coin-15124,Coin 15124,
coin-5813,https://catalog.princeton.edu/catalog/coin-5813,Coin 5813,3.98
coin-13644,https://catalog.princeton.edu/catalog/coin-13644,Coin 13644,3.52
coin-5591,https://catalog.princeton.edu/catalog/coin-5591,Coin 5591,4.342
coin-6865,https://catalog.princeton.edu/catalog/coin-6865,Coin 6865,2.05
coin-13647,https://catalog.princeton.edu/catalog/coin-13647,Coin 13647,3.298
coin-1378,https://catalog.princeton.edu/catalog/coin-1378,Coin 1378,0.74
coin-6869,https://catalog.princeton.edu/catalog/coin-6869,Coin 6869,2.03
coin-9745,https://catalog.princeton.edu/catalog/coin-9745,Coin 9745,
coin-13646,https://catalog.princeton.edu/catalog/coin-13646,Coin 13646,1.5930000000000002
coin-9746,https://catalog.princeton.edu/catalog/coin-9746,Coin 9746,
coin-5508,https://catalog.princeton.edu/catalog/coin-5508,Coin 5508,
coin-2036,https://catalog.princeton.edu/catalog/coin-2036,Coin 2036,
coin-3434,https://catalog.princeton.edu/catalog/coin-3434,Coin 3434,
coin-5818,https://catalog.princeton.edu/catalog/coin-5818,Coin 5818,3.98
coin-1584,https://catalog.princeton.edu/catalog/coin-1584,Coin 1584,0.23
coin-6871,https://catalog.princeton.edu/catalog/coin-6871,Coin 6871,1.98
coin-9752,https://catalog.princeton.edu/catalog/coin-9752,Coin 9752,
coin-5815,https://catalog.princeton.edu/catalog/coin-5815,Coin 5815,4.05
coin-1581,https://catalog.princeton.edu/catalog/coin-1581,Coin 1581,12.77
coin-5816,https://catalog.princeton.edu/catalog/coin-5816,Coin 5816,3.96
coin-9759,https://catalog.princeton.edu/catalog/coin-9759,Coin 9759,
coin-6872,https://catalog.princeton.edu/catalog/coin-6872,Coin 6872,2.04
coin-9754,https://catalog.princeton.edu/catalog/coin-9754,Coin 9754,
coin-5824,https://catalog.princeton.edu/catalog/coin-5824,Coin 5824,3.34
coin-5673,https://catalog.princeton.edu/catalog/coin-5673,Coin 5673,2.48
coin-13744,https://catalog.princeton.edu/catalog/coin-13744,Coin 13744,3.408
coin-5829,https://catalog.princeton.edu/catalog/coin-5829,Coin 5829,3.93
coin-5674,https://catalog.princeton.edu/catalog/coin-5674,Coin 5674,2.4
coin-12001,https://catalog.princeton.edu/catalog/coin-12001,Coin 12001,5.382000000000001
coin-13714,https://catalog.princeton.edu/catalog/coin-13714,Coin 13714,11.79
coin-13587,https://catalog.princeton.edu/catalog/coin-13587,Coin 13587,23.23
coin-14968,https://catalog.princeton.edu/catalog/coin-14968,Coin 14968,3.76
coin-14946,https://catalog.princeton.edu/catalog/coin-14946,Coin 14946,8.66
coin-13975,https://catalog.princeton.edu/catalog/coin-13975,Coin 13975,3.66
coin-12003,https://catalog.princeton.edu/catalog/coin-12003,Coin 12003,2.8930000000000002
coin-6878,https://catalog.princeton.edu/catalog/coin-6878,Coin 6878,3.33
coin-10319,https://catalog.princeton.edu/catalog/coin-10319,Coin 10319,4.08
coin-10328,https://catalog.princeton.edu/catalog/coin-10328,Coin 10328,3.93
coin-10978,https://catalog.princeton.edu/catalog/coin-10978,Coin 10978,4.06
coin-9744,https://catalog.princeton.edu/catalog/coin-9744,Coin 9744,
coin-13747,https://catalog.princeton.edu/catalog/coin-13747,Coin 13747,
coin-5822,https://catalog.princeton.edu/catalog/coin-5822,Coin 5822,3.38
coin-1585,https://catalog.princeton.edu/catalog/coin-1585,Coin 1585,0.85
coin-5676,https://catalog.princeton.edu/catalog/coin-5676,Coin 5676,2.48
coin-6873,https://catalog.princeton.edu/catalog/coin-6873,Coin 6873,1.98
coin-9756,https://catalog.princeton.edu/catalog/coin-9756,Coin 9756,
coin-1606,https://catalog.princeton.edu/catalog/coin-1606,Coin 1606,1.75
coin-5821,https://catalog.princeton.edu/catalog/coin-5821,Coin 5821,3.35
coin-5678,https://catalog.princeton.edu/catalog/coin-5678,Coin 5678,2.44
coin-6944,https://catalog.princeton.edu/catalog/coin-6944,Coin 6944,1.9
coin-15196,https://catalog.princeton.edu/catalog/coin-15196,Coin 15196,
coin-14967,https://catalog.princeton.edu/catalog/coin-14967,Coin 14967,3.9
coin-9880,https://catalog.princeton.edu/catalog/coin-9880,Coin 9880,
coin-11159,https://catalog.princeton.edu/catalog/coin-11159,Coin 11159,8.6
coin-8035,https://catalog.princeton.edu/catalog/coin-8035,Coin 8035,2.7
coin-8003,https://catalog.princeton.edu/catalog/coin-8003,Coin 8003,3.77
coin-8011,https://catalog.princeton.edu/catalog/coin-8011,Coin 8011,10.06
coin-8001,https://catalog.princeton.edu/catalog/coin-8001,Coin 8001,4.51
coin-8013,https://catalog.princeton.edu/catalog/coin-8013,Coin 8013,15.52
coin-7998,https://catalog.princeton.edu/catalog/coin-7998,Coin 7998,5.03
coin-7993,https://catalog.princeton.edu/catalog/coin-7993,Coin 7993,
coin-7997,https://catalog.princeton.edu/catalog/coin-7997,Coin 7997,2.06
coin-13802,https://catalog.princeton.edu/catalog/coin-13802,Coin 13802,4.39
coin-7771,https://catalog.princeton.edu/catalog/coin-7771,Coin 7771,
coin-7770,https://catalog.princeton.edu/catalog/coin-7770,Coin 7770,2.68
coin-7969,https://catalog.princeton.edu/catalog/coin-7969,Coin 7969,11.18
coin-7767,https://catalog.princeton.edu/catalog/coin-7767,Coin 7767,2.26
coin-7769,https://catalog.princeton.edu/catalog/coin-7769,Coin 7769,1.91
coin-13801,https://catalog.princeton.edu/catalog/coin-13801,Coin 13801,3.99
coin-7958,https://catalog.princeton.edu/catalog/coin-7958,Coin 7958,1.2
coin-7766,https://catalog.princeton.edu/catalog/coin-7766,Coin 7766,3.06
coin-7889,https://catalog.princeton.edu/catalog/coin-7889,Coin 7889,1.5
coin-9187,https://catalog.princeton.edu/catalog/coin-9187,Coin 9187,2.83
coin-7961,https://catalog.princeton.edu/catalog/coin-7961,Coin 7961,1.68
coin-7963,https://catalog.princeton.edu/catalog/coin-7963,Coin 7963,2.21
coin-7968,https://catalog.princeton.edu/catalog/coin-7968,Coin 7968,
coin-7764,https://catalog.princeton.edu/catalog/coin-7764,Coin 7764,1.76
coin-7885,https://catalog.princeton.edu/catalog/coin-7885,Coin 7885,0.77
coin-13799,https://catalog.princeton.edu/catalog/coin-13799,Coin 13799,4.01
coin-7762,https://catalog.princeton.edu/catalog/coin-7762,Coin 7762,2.47
coin-7763,https://catalog.princeton.edu/catalog/coin-7763,Coin 7763,1.52
coin-7962,https://catalog.princeton.edu/catalog/coin-7962,Coin 7962,1.44
coin-13795,https://catalog.princeton.edu/catalog/coin-13795,Coin 13795,3.37
coin-7925,https://catalog.princeton.edu/catalog/coin-7925,Coin 7925,1.98
coin-7979,https://catalog.princeton.edu/catalog/coin-7979,Coin 7979,5.22
coin-7905,https://catalog.princeton.edu/catalog/coin-7905,Coin 7905,46.1
coin-7932,https://catalog.princeton.edu/catalog/coin-7932,Coin 7932,3.22
coin-7871,https://catalog.princeton.edu/catalog/coin-7871,Coin 7871,0.73
coin-7876,https://catalog.princeton.edu/catalog/coin-7876,Coin 7876,1.32
coin-7882,https://catalog.princeton.edu/catalog/coin-7882,Coin 7882,1.95
coin-7919,https://catalog.princeton.edu/catalog/coin-7919,Coin 7919,3.63
coin-7908,https://catalog.princeton.edu/catalog/coin-7908,Coin 7908,3.82
coin-7929,https://catalog.princeton.edu/catalog/coin-7929,Coin 7929,2.54
coin-7936,https://catalog.princeton.edu/catalog/coin-7936,Coin 7936,4.75
coin-7913,https://catalog.princeton.edu/catalog/coin-7913,Coin 7913,0.54
coin-7906,https://catalog.princeton.edu/catalog/coin-7906,Coin 7906,4.26
coin-7890,https://catalog.princeton.edu/catalog/coin-7890,Coin 7890,3.71
coin-11852,https://catalog.princeton.edu/catalog/coin-11852,Coin 11852,3.19
coin-7911,https://catalog.princeton.edu/catalog/coin-7911,Coin 7911,5.05
coin-7862,https://catalog.princeton.edu/catalog/coin-7862,Coin 7862,
coin-7865,https://catalog.princeton.edu/catalog/coin-7865,Coin 7865,0.6
coin-7898,https://catalog.princeton.edu/catalog/coin-7898,Coin 7898,1.67
coin-7710,https://catalog.princeton.edu/catalog/coin-7710,Coin 7710,0.94
coin-7879,https://catalog.princeton.edu/catalog/coin-7879,Coin 7879,0.8420000000000001
coin-7709,https://catalog.princeton.edu/catalog/coin-7709,Coin 7709,1.33
coin-11837,https://catalog.princeton.edu/catalog/coin-11837,Coin 11837,3.56
coin-7896,https://catalog.princeton.edu/catalog/coin-7896,Coin 7896,2.36
coin-11829,https://catalog.princeton.edu/catalog/coin-11829,Coin 11829,3.52
coin-8224,https://catalog.princeton.edu/catalog/coin-8224,Coin 8224,29.77
coin-7884,https://catalog.princeton.edu/catalog/coin-7884,Coin 7884,2.5
coin-12740,https://catalog.princeton.edu/catalog/coin-12740,Coin 12740,1.4
coin-7755,https://catalog.princeton.edu/catalog/coin-7755,Coin 7755,2.63
coin-13882,https://catalog.princeton.edu/catalog/coin-13882,Coin 13882,4.23
coin-7891,https://catalog.princeton.edu/catalog/coin-7891,Coin 7891,2.0
coin-7883,https://catalog.princeton.edu/catalog/coin-7883,Coin 7883,0.43
coin-7870,https://catalog.princeton.edu/catalog/coin-7870,Coin 7870,3.36
coin-8215,https://catalog.princeton.edu/catalog/coin-8215,Coin 8215,18.33
coin-7868,https://catalog.princeton.edu/catalog/coin-7868,Coin 7868,4.66
coin-7864,https://catalog.princeton.edu/catalog/coin-7864,Coin 7864,2.34
coin-9249,https://catalog.princeton.edu/catalog/coin-9249,Coin 9249,1.94
coin-7877,https://catalog.princeton.edu/catalog/coin-7877,Coin 7877,1.54
coin-7825,https://catalog.princeton.edu/catalog/coin-7825,Coin 7825,3.03
coin-7835,https://catalog.princeton.edu/catalog/coin-7835,Coin 7835,4.46
coin-7832,https://catalog.princeton.edu/catalog/coin-7832,Coin 7832,0.63
coin-9247,https://catalog.princeton.edu/catalog/coin-9247,Coin 9247,1.41
coin-7918,https://catalog.princeton.edu/catalog/coin-7918,Coin 7918,2.18
coin-7744,https://catalog.princeton.edu/catalog/coin-7744,Coin 7744,2.57
coin-7838,https://catalog.princeton.edu/catalog/coin-7838,Coin 7838,5.49
coin-7853,https://catalog.princeton.edu/catalog/coin-7853,Coin 7853,4.05
coin-9250,https://catalog.princeton.edu/catalog/coin-9250,Coin 9250,1.92
coin-7836,https://catalog.princeton.edu/catalog/coin-7836,Coin 7836,4.66
coin-7849,https://catalog.princeton.edu/catalog/coin-7849,Coin 7849,3.67
coin-7839,https://catalog.princeton.edu/catalog/coin-7839,Coin 7839,2.49
coin-7833,https://catalog.princeton.edu/catalog/coin-7833,Coin 7833,1.74
coin-7850,https://catalog.princeton.edu/catalog/coin-7850,Coin 7850,4.06
coin-13574,https://catalog.princeton.edu/catalog/coin-13574,Coin 13574,1.48
coin-7845,https://catalog.princeton.edu/catalog/coin-7845,Coin 7845,1.88
coin-13619,https://catalog.princeton.edu/catalog/coin-13619,Coin 13619,1.66
coin-7697,https://catalog.princeton.edu/catalog/coin-7697,Coin 7697,0.71
coin-7701,https://catalog.princeton.edu/catalog/coin-7701,Coin 7701,0.93
coin-7840,https://catalog.princeton.edu/catalog/coin-7840,Coin 7840,2.78
coin-7815,https://catalog.princeton.edu/catalog/coin-7815,Coin 7815,3.26
coin-7881,https://catalog.princeton.edu/catalog/coin-7881,Coin 7881,3.85
coin-7828,https://catalog.princeton.edu/catalog/coin-7828,Coin 7828,4.68
coin-7694,https://catalog.princeton.edu/catalog/coin-7694,Coin 7694,0.59
coin-13401,https://catalog.princeton.edu/catalog/coin-13401,Coin 13401,15.1
coin-7819,https://catalog.princeton.edu/catalog/coin-7819,Coin 7819,4.43
coin-7813,https://catalog.princeton.edu/catalog/coin-7813,Coin 7813,4.09
coin-7818,https://catalog.princeton.edu/catalog/coin-7818,Coin 7818,4.14
coin-7827,https://catalog.princeton.edu/catalog/coin-7827,Coin 7827,4.53
coin-7852,https://catalog.princeton.edu/catalog/coin-7852,Coin 7852,5.35
coin-7696,https://catalog.princeton.edu/catalog/coin-7696,Coin 7696,1.55
coin-7806,https://catalog.princeton.edu/catalog/coin-7806,Coin 7806,1.34
coin-7809,https://catalog.princeton.edu/catalog/coin-7809,Coin 7809,3.74
coin-12271,https://catalog.princeton.edu/catalog/coin-12271,Coin 12271,1.1
coin-10599,https://catalog.princeton.edu/catalog/coin-10599,Coin 10599,3.45
coin-10979,https://catalog.princeton.edu/catalog/coin-10979,Coin 10979,4.2
coin-12797,https://catalog.princeton.edu/catalog/coin-12797,Coin 12797,3.82
coin-10964,https://catalog.princeton.edu/catalog/coin-10964,Coin 10964,4.01
coin-10970,https://catalog.princeton.edu/catalog/coin-10970,Coin 10970,4.15
coin-12080,https://catalog.princeton.edu/catalog/coin-12080,Coin 12080,3.0
coin-10959,https://catalog.princeton.edu/catalog/coin-10959,Coin 10959,0.39
coin-10953,https://catalog.princeton.edu/catalog/coin-10953,Coin 10953,3.66
coin-10956,https://catalog.princeton.edu/catalog/coin-10956,Coin 10956,4.11
coin-10947,https://catalog.princeton.edu/catalog/coin-10947,Coin 10947,4.11
coin-10950,https://catalog.princeton.edu/catalog/coin-10950,Coin 10950,3.99
coin-12600,https://catalog.princeton.edu/catalog/coin-12600,Coin 12600,1.5
coin-10974,https://catalog.princeton.edu/catalog/coin-10974,Coin 10974,4.12
coin-10945,https://catalog.princeton.edu/catalog/coin-10945,Coin 10945,3.89
coin-10938,https://catalog.princeton.edu/catalog/coin-10938,Coin 10938,3.95
coin-10937,https://catalog.princeton.edu/catalog/coin-10937,Coin 10937,4.11
coin-10943,https://catalog.princeton.edu/catalog/coin-10943,Coin 10943,4.22
coin-10930,https://catalog.princeton.edu/catalog/coin-10930,Coin 10930,3.79
coin-10935,https://catalog.princeton.edu/catalog/coin-10935,Coin 10935,3.77
coin-10929,https://catalog.princeton.edu/catalog/coin-10929,Coin 10929,3.79
coin-10922,https://catalog.princeton.edu/catalog/coin-10922,Coin 10922,
coin-10925,https://catalog.princeton.edu/catalog/coin-10925,Coin 10925,3.66
coin-10939,https://catalog.princeton.edu/catalog/coin-10939,Coin 10939,3.78
coin-10933,https://catalog.princeton.edu/catalog/coin-10933,Coin 10933,3.96
coin-10920,https://catalog.princeton.edu/catalog/coin-10920,Coin 10920,4.09
coin-10928,https://catalog.princeton.edu/catalog/coin-10928,Coin 10928,3.81
coin-10915,https://catalog.princeton.edu/catalog/coin-10915,Coin 10915,4.13
coin-11526,https://catalog.princeton.edu/catalog/coin-11526,Coin 11526,4.07
coin-10905,https://catalog.princeton.edu/catalog/coin-10905,Coin 10905,3.75
coin-10913,https://catalog.princeton.edu/catalog/coin-10913,Coin 10913,3.93
coin-10912,https://catalog.princeton.edu/catalog/coin-10912,Coin 10912,3.09
coin-10932,https://catalog.princeton.edu/catalog/coin-10932,Coin 10932,0.3
coin-10907,https://catalog.princeton.edu/catalog/coin-10907,Coin 10907,3.09
coin-10908,https://catalog.princeton.edu/catalog/coin-10908,Coin 10908,3.86
coin-10918,https://catalog.princeton.edu/catalog/coin-10918,Coin 10918,3.66
coin-10919,https://catalog.princeton.edu/catalog/coin-10919,Coin 10919,4.04
coin-10904,https://catalog.princeton.edu/catalog/coin-10904,Coin 10904,4.17
coin-10903,https://catalog.princeton.edu/catalog/coin-10903,Coin 10903,2.96
coin-10889,https://catalog.princeton.edu/catalog/coin-10889,Coin 10889,3.87
coin-10902,https://catalog.princeton.edu/catalog/coin-10902,Coin 10902,3.48
coin-10884,https://catalog.princeton.edu/catalog/coin-10884,Coin 10884,3.85
coin-11529,https://catalog.princeton.edu/catalog/coin-11529,Coin 11529,3.68
coin-10881,https://catalog.princeton.edu/catalog/coin-10881,Coin 10881,3.57
coin-11645,https://catalog.princeton.edu/catalog/coin-11645,Coin 11645,3.64
coin-10898,https://catalog.princeton.edu/catalog/coin-10898,Coin 10898,3.65
coin-10885,https://catalog.princeton.edu/catalog/coin-10885,Coin 10885,2.81
coin-11644,https://catalog.princeton.edu/catalog/coin-11644,Coin 11644,3.65
coin-10891,https://catalog.princeton.edu/catalog/coin-10891,Coin 10891,3.77
coin-10876,https://catalog.princeton.edu/catalog/coin-10876,Coin 10876,3.88
coin-10890,https://catalog.princeton.edu/catalog/coin-10890,Coin 10890,4.02
coin-10879,https://catalog.princeton.edu/catalog/coin-10879,Coin 10879,3.77
coin-10866,https://catalog.princeton.edu/catalog/coin-10866,Coin 10866,4.08
coin-10886,https://catalog.princeton.edu/catalog/coin-10886,Coin 10886,4.03
coin-10847,https://catalog.princeton.edu/catalog/coin-10847,Coin 10847,4.28
coin-10860,https://catalog.princeton.edu/catalog/coin-10860,Coin 10860,4.07
coin-10880,https://catalog.princeton.edu/catalog/coin-10880,Coin 10880,4.12
coin-10863,https://catalog.princeton.edu/catalog/coin-10863,Coin 10863,4.14
coin-10839,https://catalog.princeton.edu/catalog/coin-10839,Coin 10839,3.69
coin-10850,https://catalog.princeton.edu/catalog/coin-10850,Coin 10850,4.04
coin-10862,https://catalog.princeton.edu/catalog/coin-10862,Coin 10862,4.28
coin-10828,https://catalog.princeton.edu/catalog/coin-10828,Coin 10828,3.72
coin-10838,https://catalog.princeton.edu/catalog/coin-10838,Coin 10838,4.14
