identifier,full_link,title,weight,axis
coin-12064,https://catalog.princeton.edu/catalog/coin-12064,Justinian I (527 to 565),17.1,7
coin-12065,https://catalog.princeton.edu/catalog/coin-12065,Justinian I (527 to 565),10.07,12
coin-12066,https://catalog.princeton.edu/catalog/coin-12066,Justinian I (527 to 565),1.27,11
coin-12067,https://catalog.princeton.edu/catalog/coin-12067,Justinian I (527 to 565),18.75,5
coin-12068,https://catalog.princeton.edu/catalog/coin-12068,Justinian I (527 to 565),9.61,7
coin-12069,https://catalog.princeton.edu/catalog/coin-12069,Justinian I (527 to 565),23.46,6
coin-1207,https://catalog.princeton.edu/catalog/coin-1207,"dupondius, Lugdunum",12.29,6
coin-12070,https://catalog.princeton.edu/catalog/coin-12070,Justinian I (527 to 565),9.66,11
coin-12071,https://catalog.princeton.edu/catalog/coin-12071,Justinian I (527 to 565),4.59,6
coin-12072,https://catalog.princeton.edu/catalog/coin-12072,Justinian I (527 to 565),2.21,
coin-12073,https://catalog.princeton.edu/catalog/coin-12073,Justinian I (527 to 565),4.04,
coin-12074,https://catalog.princeton.edu/catalog/coin-12074,Justinian I (527 to 565),3.11,
coin-12075,https://catalog.princeton.edu/catalog/coin-12075,Justinian I (527 to 565),14.29,7
coin-12076,https://catalog.princeton.edu/catalog/coin-12076,Justinian I (527 to 565),5.21,11
coin-12077,https://catalog.princeton.edu/catalog/coin-12077,Justinian I (527 to 565),2.4,
coin-12078,https://catalog.princeton.edu/catalog/coin-12078,Justinian I (527 to 565),6.74,6
coin-12079,https://catalog.princeton.edu/catalog/coin-12079,Justinian I (527 to 565),5.4,6
coin-1208,https://catalog.princeton.edu/catalog/coin-1208,"as, Rome",9.55,6
coin-12080,https://catalog.princeton.edu/catalog/coin-12080,Justinian I (527 to 565),3.0,
coin-12081,https://catalog.princeton.edu/catalog/coin-12081,Justinian I (527 to 565),1.22,
coin-12082,https://catalog.princeton.edu/catalog/coin-12082,Justinian I (527 to 565),1.39,
coin-12083,https://catalog.princeton.edu/catalog/coin-12083,Justinian I (527 to 565),9.81,4
coin-12084,https://catalog.princeton.edu/catalog/coin-12084,Justinian I (527 to 565),5.21,11
coin-12085,https://catalog.princeton.edu/catalog/coin-12085,Justinian I (527 to 565),3.16,
coin-12086,https://catalog.princeton.edu/catalog/coin-12086,Justinian I (527 to 565),1.17,
coin-12087,https://catalog.princeton.edu/catalog/coin-12087,Justinian I (527 to 565),0.49,
coin-12088,https://catalog.princeton.edu/catalog/coin-12088,Justinian I (527 to 565),11.12,12
coin-12089,https://catalog.princeton.edu/catalog/coin-12089,Justinian I (527 to 565),8.14,6
coin-1209,https://catalog.princeton.edu/catalog/coin-1209,"as, Rome",6.23,6
coin-12090,https://catalog.princeton.edu/catalog/coin-12090,Justinian I (527 to 565),4.83,
coin-12091,https://catalog.princeton.edu/catalog/coin-12091,Justinian I (527 to 565),2.13,
coin-12092,https://catalog.princeton.edu/catalog/coin-12092,Justinian I (527 to 565),10.71,
coin-12093,https://catalog.princeton.edu/catalog/coin-12093,Justinian I (527 to 565),2.0,6
coin-12094,https://catalog.princeton.edu/catalog/coin-12094,Justinian I (527 to 565),3.85,11
coin-12095,https://catalog.princeton.edu/catalog/coin-12095,Justinian I (527 to 565),22.62,5
coin-12096,https://catalog.princeton.edu/catalog/coin-12096,"stater, Corinth",8.52,2
coin-12097,https://catalog.princeton.edu/catalog/coin-12097,"stater, Corinth",8.56,3
coin-12098,https://catalog.princeton.edu/catalog/coin-12098,"stater, Corinth",8.59,8
coin-12099,https://catalog.princeton.edu/catalog/coin-12099,"stater, Corinth",8.56,7
coin-121,https://catalog.princeton.edu/catalog/coin-121,"Anastasius I (491 to 518), 5 nummi, Constantinople",2.73,12
coin-1210,https://catalog.princeton.edu/catalog/coin-1210,"Nero (54 to 68), semis, Lugdunum",5.01,7
coin-12100,https://catalog.princeton.edu/catalog/coin-12100,"stater, Corinth",8.38,9
coin-12101,https://catalog.princeton.edu/catalog/coin-12101,"stater, Corinth",8.23,9
coin-12102,https://catalog.princeton.edu/catalog/coin-12102,"stater, Corinth",8.47,5
coin-12103,https://catalog.princeton.edu/catalog/coin-12103,"stater, Corinth",8.39,3
coin-12104,https://catalog.princeton.edu/catalog/coin-12104,"stater, Corinth",8.51,10
coin-12105,https://catalog.princeton.edu/catalog/coin-12105,"stater, Corinth",8.57,3
coin-12106,https://catalog.princeton.edu/catalog/coin-12106,"stater, Corinth",8.59,9
coin-12107,https://catalog.princeton.edu/catalog/coin-12107,"stater, Corinth",8.58,12
coin-12108,https://catalog.princeton.edu/catalog/coin-12108,"stater, Corinth",8.56,11
coin-12109,https://catalog.princeton.edu/catalog/coin-12109,"stater, Corinth",8.46,1
coin-1211,https://catalog.princeton.edu/catalog/coin-1211,"Nero (54 to 68), semis, Rome",3.87,6
coin-12110,https://catalog.princeton.edu/catalog/coin-12110,"stater, Corinth",8.5,3
coin-12111,https://catalog.princeton.edu/catalog/coin-12111,"stater, Corinth",8.54,3
coin-12112,https://catalog.princeton.edu/catalog/coin-12112,"stater, Corinth",8.31,10
coin-12113,https://catalog.princeton.edu/catalog/coin-12113,"stater, Corinth",7.93,2
coin-12114,https://catalog.princeton.edu/catalog/coin-12114,"stater, Corinth",8.56,8
coin-12115,https://catalog.princeton.edu/catalog/coin-12115,"stater, Corinth",8.16,1
coin-12116,https://catalog.princeton.edu/catalog/coin-12116,"stater, Corinth",8.42,3
coin-12117,https://catalog.princeton.edu/catalog/coin-12117,"Alexios I Komnenos, follis, Antioch",4.754,6
coin-12118,https://catalog.princeton.edu/catalog/coin-12118,"Alexios I Komnenos, follis, Antioch",4.084,5
coin-12119,https://catalog.princeton.edu/catalog/coin-12119,"Alexios I Komnenos, follis, Antioch",4.526,12
coin-1212,https://catalog.princeton.edu/catalog/coin-1212,"Nero (54 to 68), quadrans, Rome",2.3,6
coin-12120,https://catalog.princeton.edu/catalog/coin-12120,"Alexios I Komnenos, follis, Antioch",4.23,7
coin-12121,https://catalog.princeton.edu/catalog/coin-12121,"Alexios I Komnenos, follis, Antioch",,
coin-12122,https://catalog.princeton.edu/catalog/coin-12122,"Alexios I Komnenos, follis, Antioch",4.951,6
coin-12123,https://catalog.princeton.edu/catalog/coin-12123,"Alexios I Komnenos, follis, Antioch",0.741,6
coin-12124,https://catalog.princeton.edu/catalog/coin-12124,"Alexios I Komnenos, follis, Antioch",,
coin-12125,https://catalog.princeton.edu/catalog/coin-12125,"Nicephorus III (1078 to 1081), follis, Antioch",6.63,6
coin-12126,https://catalog.princeton.edu/catalog/coin-12126,"Unknown, follis, Constantinople",,
coin-12127,https://catalog.princeton.edu/catalog/coin-12127,"Unknown, follis, Constantinople",6.538,6
coin-12128,https://catalog.princeton.edu/catalog/coin-12128,"Unknown, follis, Constantinople",,
coin-12129,https://catalog.princeton.edu/catalog/coin-12129,"Unknown, follis, Constantinople",4.8,6
coin-1213,https://catalog.princeton.edu/catalog/coin-1213,"Nero (54 to 68), quadrans, Rome",1.25,6
coin-12130,https://catalog.princeton.edu/catalog/coin-12130,"Unknown, follis, Constantinople",7.5,5
