ID,Catalog link,Existing References,Nomisma dataset,Reference link,Monogram link from http://numismatics.org/hrc/symbols,Second monogram link,Third monogram link,
11379,https://catalog.princeton.edu/catalog/coin-11379,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  1322",,,,,,
11380,https://catalog.princeton.edu/catalog/coin-11380,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  1328",,,,,,
11381,https://catalog.princeton.edu/catalog/coin-11381,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  1328",,,,,,
11382,https://catalog.princeton.edu/catalog/coin-11382,RIC.8 521 112;Waage 121 1458,,,,,,
11383,https://catalog.princeton.edu/catalog/coin-11383,DOC 301 2g.2;BMC.Byz. 379 10;BN 469 10V,,,,,,
11384,https://catalog.princeton.edu/catalog/coin-11384,RIC.8 521 112;Waage 121 1458,,,,,,
11385,https://catalog.princeton.edu/catalog/coin-11385,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  1327",,,,,,
11386,https://catalog.princeton.edu/catalog/coin-11386,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  1327",,,,,,
11387,https://catalog.princeton.edu/catalog/coin-11387,DOC 306 11V;BN 470 2V;BMC.Byz. 382 23V,,,,,,
11388,https://catalog.princeton.edu/catalog/coin-11388,DOC 306 11V;BN 470 2V;BMC.Byz. 382 23V,,,,,,
11389,https://catalog.princeton.edu/catalog/coin-11389,DOC 306 11V;BN 470 2V;BMC.Byz. 382 23V,,,,,,
11390,https://catalog.princeton.edu/catalog/coin-11390,DOC 306 11V;BN 470 2V;BMC.Byz. 382 23V,,,,,,
11391,https://catalog.princeton.edu/catalog/coin-11391,DOC 306 11V;BN 470 2V;BMC.Byz. 382 23V,,,,,,
11392,https://catalog.princeton.edu/catalog/coin-11392,DOC 306 11V;BN 470 02V;BMC.Byz. 382 23V,,,,,,
11393,https://catalog.princeton.edu/catalog/coin-11393,DOC 306 11V;BN 407 02V;BMC.Byz. 382 23V,,,,,,
11394,https://catalog.princeton.edu/catalog/coin-11394,DOC 308 14.1,,,,,,
11395,https://catalog.princeton.edu/catalog/coin-11395,RIC.8 521 112;Waage 121 1458,,,,,,
11396,https://catalog.princeton.edu/catalog/coin-11396,RIC.8 521 112;Waage 121 1458,,,,,,
11397,https://catalog.princeton.edu/catalog/coin-11397,RIC.8 521 112;Waage 121 1458,,,,,,
11398,https://catalog.princeton.edu/catalog/coin-11398,RIC.8 521 112;Waage 121 1458,,,,,,
11399,https://catalog.princeton.edu/catalog/coin-11399,RIC.8 521 112;Waage 121 1458,,,,,,
11400,https://catalog.princeton.edu/catalog/coin-11400,RIC.8 515 39,,,,,,
11401,https://catalog.princeton.edu/catalog/coin-11401,DOC 3.2 C.44,,,,,,
11402,https://catalog.princeton.edu/catalog/coin-11402,DOC 3.2 C.12,,,,,,
11403,https://catalog.princeton.edu/catalog/coin-11403,DOC 3.2 C.44,,,,,,
11404,https://catalog.princeton.edu/catalog/coin-11404,DOC 3.2 C.44,,,,,,
11406,https://catalog.princeton.edu/catalog/coin-11406,DOC 3.2 C.42,,,,,,
11407,https://catalog.princeton.edu/catalog/coin-11407,DOC 3.2 C.48,,,,,,
11408,https://catalog.princeton.edu/catalog/coin-11408,DOC 3.2 C.28,,,,,,
11409,https://catalog.princeton.edu/catalog/coin-11409,RIC.7  7 680 24;Waage 118 1399,OCRE,http://numismatics.org/ocre/id/ric.7.anch.26 ,,,,
11410,https://catalog.princeton.edu/catalog/coin-11410,DOC 3.2 C.45,,,,,,
11411,https://catalog.princeton.edu/catalog/coin-11411,"RIC.7 7, 635 199",,,,,,
11412,https://catalog.princeton.edu/catalog/coin-11412,"RIC.7 7, 635 199",,,,,,
11413,https://catalog.princeton.edu/catalog/coin-11413,DOC 3.2 C.41,,,,,,
11414,https://catalog.princeton.edu/catalog/coin-11414,"RIC.7 7, 635 199",,,,,,
11415,https://catalog.princeton.edu/catalog/coin-11415,DOC 3.2 C.20,,,,,,
11416,https://catalog.princeton.edu/catalog/coin-11416,RIC 7 635 199,OCRE,http://numismatics.org/ocre/id/ric.7.nic.199,,,,
11417,https://catalog.princeton.edu/catalog/coin-11417,DOC 3.2 C.41,,,,,,
11418,https://catalog.princeton.edu/catalog/coin-11418,DOC 3.2 C.45,,,,,,
11419,https://catalog.princeton.edu/catalog/coin-11419,DOC 3.2 C.8,,,,,,
11420,https://catalog.princeton.edu/catalog/coin-11420,DOC 3.2 C.14,,,,,,
11421,https://catalog.princeton.edu/catalog/coin-11421,DOC 3.2 C.44,,,,,,
11422,https://catalog.princeton.edu/catalog/coin-11422,DOC 3.2 C.42,,,,,,
11423,https://catalog.princeton.edu/catalog/coin-11423,DOC 3.2 C.42,,,,,,
11424,https://catalog.princeton.edu/catalog/coin-11424,DOC 3.2 C.33,,,,,,
11425,https://catalog.princeton.edu/catalog/coin-11425,DOC 3.2 C.33,,,,,,
11426,https://catalog.princeton.edu/catalog/coin-11426,DOC 3.2 C.43,,,,,,
11427,https://catalog.princeton.edu/catalog/coin-11427,DOC 3.2 C.44,,,,,,
11428,https://catalog.princeton.edu/catalog/coin-11428,DOC 3.2 C.35,,,,,,
11429,https://catalog.princeton.edu/catalog/coin-11429,DOC 3.2 C.35,,,,,,
11430,https://catalog.princeton.edu/catalog/coin-11430,RRC  290-1,,,,,,
11431,https://catalog.princeton.edu/catalog/coin-11431,RRC  290-1,,,,,,
11432,https://catalog.princeton.edu/catalog/coin-11432,RRC  290-1,,,,,,
11433,https://catalog.princeton.edu/catalog/coin-11433,RRC  290-1,,,,,,
11434,https://catalog.princeton.edu/catalog/coin-11434,RRC  291-1,,,,,,
11435,https://catalog.princeton.edu/catalog/coin-11435,DOC 307 13.2V;BMC.Byz. 382 26V,,,,,,
11436,https://catalog.princeton.edu/catalog/coin-11436,DOC 307 13.2V;BMC.Byz. 382 26V,,,,,,
11437,https://catalog.princeton.edu/catalog/coin-11437,DOC 307 13V;BMC.Byz. 382 26V,,,,,,
11438,https://catalog.princeton.edu/catalog/coin-11438,DOC 321 40V;BMC.Byz. 388 61,,,,,,
11439,https://catalog.princeton.edu/catalog/coin-11439,DOC 303 5V;BMC.Byz. 380 13;BN 469 01V,,,,,,
11440,https://catalog.princeton.edu/catalog/coin-11440,DOC 303 6a2V;BMC.Byz. 380 15V,,,,,,
11441,https://catalog.princeton.edu/catalog/coin-11441,DOC 3.2 C.8,,,,,,
11442,https://catalog.princeton.edu/catalog/coin-11442,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11443,https://catalog.princeton.edu/catalog/coin-11443,DOC 3.2 C.16,,,,,,
11444,https://catalog.princeton.edu/catalog/coin-11444,DOC 304 6b;BMC.Byz. 380 15V;BN 469 01V,,,,,,
11445,https://catalog.princeton.edu/catalog/coin-11445,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11446,https://catalog.princeton.edu/catalog/coin-11446,DOC 3.2 C.16,,,,,,
11447,https://catalog.princeton.edu/catalog/coin-11447,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11448,https://catalog.princeton.edu/catalog/coin-11448,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11449,https://catalog.princeton.edu/catalog/coin-11449,DOC 3.2 C.33,,,,,,
11450,https://catalog.princeton.edu/catalog/coin-11450,DOC 304 7b;BMC.Byz. 383 27,,,,,,
11451,https://catalog.princeton.edu/catalog/coin-11451,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11452,https://catalog.princeton.edu/catalog/coin-11452,DOC 3.2 C.30,,,,,,
11453,https://catalog.princeton.edu/catalog/coin-11453,DOC 3.2 C.28,,,,,,
11454,https://catalog.princeton.edu/catalog/coin-11454,DOC 305 9V,,,,,,
11455,https://catalog.princeton.edu/catalog/coin-11455,DOC 3.2 C.47,,,,,,
11456,https://catalog.princeton.edu/catalog/coin-11456,"RIC 7,581 73",OCRE,http://numismatics.org/ocre/id/ric.7.cnp.73,,,,
11457,https://catalog.princeton.edu/catalog/coin-11457,RIC 7 693.86;Numismatique Constantinienne 7 257.254,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11458,https://catalog.princeton.edu/catalog/coin-11458,DOC 3.2 C.45,,,,,,
11459,https://catalog.princeton.edu/catalog/coin-11459,DOC 3.2 C.10,,,,,,
11460,https://catalog.princeton.edu/catalog/coin-11460,DOC 3.2 C.42,,,,,,
11461,https://catalog.princeton.edu/catalog/coin-11461,DOC 3.2 C.45,,,,,,
11462,https://catalog.princeton.edu/catalog/coin-11462,DOC 3.2 C.28,,,,,,
11463,https://catalog.princeton.edu/catalog/coin-11463,DOC 3.2 C.26,,,,,,
11464,https://catalog.princeton.edu/catalog/coin-11464,DOC 3.2 C.36,,,,,,
11465,https://catalog.princeton.edu/catalog/coin-11465,DOC 3.2 C.44,,,,,,
11466,https://catalog.princeton.edu/catalog/coin-11466,,,,,,,
11467,https://catalog.princeton.edu/catalog/coin-11467,,,,,,,
11468,https://catalog.princeton.edu/catalog/coin-11468,,,,,,,
11469,https://catalog.princeton.edu/catalog/coin-11469,RRC  291-1,,,,,,
11471,https://catalog.princeton.edu/catalog/coin-11471,RRC  291-1,,,,,,
11472,https://catalog.princeton.edu/catalog/coin-11472,RRC  291-1,,,,,,
11473,https://catalog.princeton.edu/catalog/coin-11473,RRC  291-1,,,,,,
11474,https://catalog.princeton.edu/catalog/coin-11474,RRC  291-1,,,,,,
11475,https://catalog.princeton.edu/catalog/coin-11475,RRC  292-1,,,,,,
11476,https://catalog.princeton.edu/catalog/coin-11476,RRC  292-1,,,,,,
11477,https://catalog.princeton.edu/catalog/coin-11477,RRC  292-1,,,,,,
11478,https://catalog.princeton.edu/catalog/coin-11478,RRC  293-1,,,,,,
11479,https://catalog.princeton.edu/catalog/coin-11479,RRC  293-1,,,,,,
11480,https://catalog.princeton.edu/catalog/coin-11480,RRC  293-1,,,,,,
11481,https://catalog.princeton.edu/catalog/coin-11481,RRC  294-1,,,,,,
11482,https://catalog.princeton.edu/catalog/coin-11482,RRC  295-1,,,,,,
11483,https://catalog.princeton.edu/catalog/coin-11483,RRC  295-1,,,,,,
11484,https://catalog.princeton.edu/catalog/coin-11484,DOC 319 33V;BMC.Byz. 386 54;BN 474 08,,,,,,
11485,https://catalog.princeton.edu/catalog/coin-11485,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11486,https://catalog.princeton.edu/catalog/coin-11486,DOC 313 19a;BN 472 05;BMC.Byz. 385 35,,,,,,
11487,https://catalog.princeton.edu/catalog/coin-11487,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11488,https://catalog.princeton.edu/catalog/coin-11488,DOC 313 19a;BN 472 05;BMC.Byz. 385 35,,,,,,
11489,https://catalog.princeton.edu/catalog/coin-11489,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11490,https://catalog.princeton.edu/catalog/coin-11490,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11491,https://catalog.princeton.edu/catalog/coin-11491,DOC 313 19a;BN 472 05;BMC.Byz. 385 35,,,,,,
11492,https://catalog.princeton.edu/catalog/coin-11492,RIC 7 693.85;Cohen 7 258.254,OCRE,http://numismatics.org/ocre/id/ric.7.anch.85,,,,
11493,https://catalog.princeton.edu/catalog/coin-11493,RIC 7 633 188,OCRE,http://numismatics.org/ocre/id/ric.7.nic.188,,,,
11494,https://catalog.princeton.edu/catalog/coin-11494,RIC 7 697.108;Cohen 7 257.244;Numismatique Constantinienne 3 212.II.1,OCRE,http://numismatics.org/ocre/id/ric.7.anch.109,,,,
11495,https://catalog.princeton.edu/catalog/coin-11495,DOC 3.2 C.40,,,,,,
11496,https://catalog.princeton.edu/catalog/coin-11496,DOC 3.2 C.44,,,,,,
11497,https://catalog.princeton.edu/catalog/coin-11497,RIC 8 515 39,OCRE,http://numismatics.org/ocre/id/ric.8.anch.39,,,,
11498,https://catalog.princeton.edu/catalog/coin-11498,DOC 3.2 C.25,,,,,,
11499,https://catalog.princeton.edu/catalog/coin-11499,RIC 8 515 39,OCRE,http://numismatics.org/ocre/id/ric.8.anch.39,,,,
11500,https://catalog.princeton.edu/catalog/coin-11500,DOC 3.2 C.44,,,,,,
11501,https://catalog.princeton.edu/catalog/coin-11501,RIC 8 515 37,OCRE,http://numismatics.org/ocre/id/ric.8.anch.37,,,,
11502,https://catalog.princeton.edu/catalog/coin-11502,DOC 3.2 C.44,,,,,,
11503,https://catalog.princeton.edu/catalog/coin-11503,DOC 3.2 C.27,,,,,,
11504,https://catalog.princeton.edu/catalog/coin-11504,DOC 3.2 C.48,,,,,,
11505,https://catalog.princeton.edu/catalog/coin-11505,DOC 3.2 C.48,,,,,,
11506,https://catalog.princeton.edu/catalog/coin-11506,DOC 3.2 C.25,,,,,,
11507,https://catalog.princeton.edu/catalog/coin-11507,DOC 3.2 C.47,,,,,,
11508,https://catalog.princeton.edu/catalog/coin-11508,DOC 3.2 C.21,,,,,,
11509,https://catalog.princeton.edu/catalog/coin-11509,DOC 3.2 C.44,,,,,,
11510,https://catalog.princeton.edu/catalog/coin-11510,"SNS 3 1b1/1a (SNS 3), Var. 5; Modern forgery",,,,,,
11511,https://catalog.princeton.edu/catalog/coin-11511,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  MK 1314",,,,,,
11512,https://catalog.princeton.edu/catalog/coin-11512,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  MK 1318",,,,,,
11513,https://catalog.princeton.edu/catalog/coin-11513,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  MK 1321",,,,,,
11514,https://catalog.princeton.edu/catalog/coin-11514,"SNS 3 Mint IX (""Kabul"") Ib1/3a;MK  MK 1313",,,,,,
11515,https://catalog.princeton.edu/catalog/coin-11515,"SNS 3 Mint I (""Kabul"") Ia/1a2;  Paruck 260",,,,,,
11516,https://catalog.princeton.edu/catalog/coin-11516,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11517,https://catalog.princeton.edu/catalog/coin-11517,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11519,https://catalog.princeton.edu/catalog/coin-11519,DOC 313 19c;BN 472 05;BMC.Byz. 385 35,,,,,,
11521,https://catalog.princeton.edu/catalog/coin-11521,RIC 7 693 86,OCRE,http://numismatics.org/ocre/id/ric.7.anch.86,,,,
11522,https://catalog.princeton.edu/catalog/coin-11522,RIC 7 697.108;Cohen 7 257.244;Numismatique Constantinienne 3 212.II.1,OCRE,http://numismatics.org/ocre/id/ric.7.anch.109,,,,
11523,https://catalog.princeton.edu/catalog/coin-11523,RIC 7 635 199,OCRE,http://numismatics.org/ocre/id/ric.7.nic.199,,,,
11524,https://catalog.princeton.edu/catalog/coin-11524,RIC 7 635 199,OCRE,http://numismatics.org/ocre/id/ric.7.nic.199,,,,
11525,https://catalog.princeton.edu/catalog/coin-11525,"RIC 7 691.78;Cohen 7, 281 454",OCRE,http://numismatics.org/ocre/id/ric.7.anch.78,,,,
11526,https://catalog.princeton.edu/catalog/coin-11526,"SNS 3 ""Western Group"" Type Ib1/1b;SN  I/1 (SN)",,,,,,
11527,https://catalog.princeton.edu/catalog/coin-11527,"SNS 3 ""Western Group"" Type Ib1/1b;SN  I/1 (SN)",,,,,,
11528,https://catalog.princeton.edu/catalog/coin-11528,"SNS 3 ""Western Group"" Type Ib1/1b;SN  I/1 (SN)",,,,,,
11529,https://catalog.princeton.edu/catalog/coin-11529,"SNS 3  ""Western Group"" Mint VI (AW) Ib2/1b;SN  I/1 (SN)",,,,,,
11530,https://catalog.princeton.edu/catalog/coin-11530,SNS 3 AYL Type Ia3/2a;SN  I/1 (SN),,,,,,
11531,https://catalog.princeton.edu/catalog/coin-11531,SNS 3 AH Type Ia1/2a;SN  I/1 (SN),,,,,,
11532,https://catalog.princeton.edu/catalog/coin-11532,"SNS 3 BBA Type Ib1/1A, var. 5;SN  I/1 (SN)",,,,,,
11533,https://catalog.princeton.edu/catalog/coin-11533,SNS 3  LWDY Type Ib2/1a;SN  I/1 (SN),,,,,,
11534,https://catalog.princeton.edu/catalog/coin-11534,"SN 3 Modern Forgery; Type 1b1/1a, Var. 5;",,,,,,
11535,https://catalog.princeton.edu/catalog/coin-11535,"SNS 3 WH Ib2/1, Var.5;SN  I/1 (SN)",,,,,,
11536,https://catalog.princeton.edu/catalog/coin-11536,SNS 3 LYW Type Ib1/2;SN  I/2,,,,,,
11537,https://catalog.princeton.edu/catalog/coin-11537,SNS 3 AW Type Ib2/2;SN  I/2 (SN),,,,,,
11538,https://catalog.princeton.edu/catalog/coin-11538,SNS 3 AH Type Ib2/2;SN  I/2 (SN),,,,,,
11539,https://catalog.princeton.edu/catalog/coin-11539,"SNS 3 AY Ia1/2a (SNS 3), no. A14",,,,,,
11540,https://catalog.princeton.edu/catalog/coin-11540,SNS 3 KL Type IIa/1d;SN  II/2 (SN),,,,,,
11541,https://catalog.princeton.edu/catalog/coin-11541,SNS 3 LYW Type IIa/1e;SN  II/3 (SN),,,,,,
11542,https://catalog.princeton.edu/catalog/coin-11542,SNS 3 BN? Type IIa/1e;SN  II/3 (SN),,,,,,
11543,https://catalog.princeton.edu/catalog/coin-11543,SNS 3 KL Type IIa/1e;SN  II/3 (SN),,,,,,
11544,https://catalog.princeton.edu/catalog/coin-11544,SNS 3 ? Type IIIb/1c no. 57: 298;SN  III/1 (SN),,,,,,
11545,https://catalog.princeton.edu/catalog/coin-11545,SNS 3 AT Type IIIb/1c;SN  III/1 (SN),,,,,,
11546,https://catalog.princeton.edu/catalog/coin-11546,SNS 3 AT Type IIIb/1c;SN  III/1 (SN),,,,,,
11547,https://catalog.princeton.edu/catalog/coin-11547,SNS 3 ST Type Ia1/1;  Mochiri 1289,,,,,,
11548,https://catalog.princeton.edu/catalog/coin-11548,SNS 3 LYW Type Ia/1a;SN  I/1(SN),,,,,,
11549,https://catalog.princeton.edu/catalog/coin-11549,SNS 3 ST Type Ib/1a,,,,,,
11550,https://catalog.princeton.edu/catalog/coin-11550,SNS 3 AH Type Ib/1a;SN  II/1(SN),,,,,,
11551,https://catalog.princeton.edu/catalog/coin-11551,SNS 3 KA Type Ib/1a;SN  II/1(SN),,,,,,
11552,https://catalog.princeton.edu/catalog/coin-11552,SNS 3 AT Type Ic/1a;SN  III/1(SN),,,,,,
11553,https://catalog.princeton.edu/catalog/coin-11553,SNS 3 DA Type Ic/1a;SN  III/2(SN),,,,,,
11554,https://catalog.princeton.edu/catalog/coin-11554,SNS 3 NY Type Ic/1b (SNS 3); no. 253: 428;SN  III/2(SN),,,,,,
11555,https://catalog.princeton.edu/catalog/coin-11555,SN  GW Type II/2,,,,,,
11556,https://catalog.princeton.edu/catalog/coin-11556,SN  YZ Type II/2,,,,,,
11557,https://catalog.princeton.edu/catalog/coin-11557,SN  GD Type II/2,,,,,,
11558,https://catalog.princeton.edu/catalog/coin-11558,SN  PL Type II/2;SN  II / 2 (SN);Mochiri  Mochiri 1483,,,,,,
11559,https://catalog.princeton.edu/catalog/coin-11559,"SN  GD Type I/1;SN  I / 1 (SN);  De Morgan 9, Plate LXIX",,,,,,
11560,https://catalog.princeton.edu/catalog/coin-11560,SN  GD Type I / 1 (SN);Sunrise Collection  Saeedi 268,,,,,,
11561,https://catalog.princeton.edu/catalog/coin-11561,SN  MY Type I/1  (SN),,,,,,
11562,https://catalog.princeton.edu/catalog/coin-11562,SN  AW Type I/1 (SN);Mochiri  Mochiri 1216,,,,,,
11563,https://catalog.princeton.edu/catalog/coin-11563,SN  AHM Type I/1 (SN),,,,,,
11564,https://catalog.princeton.edu/catalog/coin-11564,SN  LD Type I/1 (SN),,,,,,
11565,https://catalog.princeton.edu/catalog/coin-11565,SN  LD Type I/1 (SN),,,,,,
11566,https://catalog.princeton.edu/catalog/coin-11566,SN  YZ Type I/1 (SN),,,,,,
11567,https://catalog.princeton.edu/catalog/coin-11567,SN  LAM Type I/1 (SN),,,,,,
11568,https://catalog.princeton.edu/catalog/coin-11568,SN  LD Type II/2 (SN),,,,,,
11569,https://catalog.princeton.edu/catalog/coin-11569,SN  LD Type II/2 (SN),,,,,,
11570,https://catalog.princeton.edu/catalog/coin-11570,SN  LD Type II/2 (SN),,,,,,
11571,https://catalog.princeton.edu/catalog/coin-11571,SN  LD Type II/2 (SN),,,,,,
11572,https://catalog.princeton.edu/catalog/coin-11572,SN  LD Type II/2 (SN),,,,,,
11573,https://catalog.princeton.edu/catalog/coin-11573,SN  LD Type II/2 (SN),,,,,,
11574,https://catalog.princeton.edu/catalog/coin-11574,SN  LD Type II/2 (SN),,,,,,
11575,https://catalog.princeton.edu/catalog/coin-11575,SN  LD Type II/2 (SN),,,,,,
11576,https://catalog.princeton.edu/catalog/coin-11576,SN  LD Type II/2 (SN),,,,,,
11577,https://catalog.princeton.edu/catalog/coin-11577,SN  LD Type II/3 (SN),,,,,,
11578,https://catalog.princeton.edu/catalog/coin-11578,SN  NY Type II/2 (SN),,,,,,
11579,https://catalog.princeton.edu/catalog/coin-11579,SN  NY Type II/2 (SN),,,,,,
11580,https://catalog.princeton.edu/catalog/coin-11580,SN  NY Type II/2 (SN),,,,,,
11581,https://catalog.princeton.edu/catalog/coin-11581,SN  NY Type II/2 (SN),,,,,,
11582,https://catalog.princeton.edu/catalog/coin-11582,SN  WYHC Type II/2 (SN);Mochiri  Mochiri 647,,,,,,
11583,https://catalog.princeton.edu/catalog/coin-11583,SN  WYHC Type II/2 (SN);Mochiri  Mochiri 647,,,,,,
11584,https://catalog.princeton.edu/catalog/coin-11584,SN  WYHC  Type II/3 (SN);Mochiri  Mochiri 675,,,,,,
11585,https://catalog.princeton.edu/catalog/coin-11585,SN  MY Type II/2 (SN),,,,,,
11586,https://catalog.princeton.edu/catalog/coin-11586,SN  MY Type II/3 (SN),,,,,,
11587,https://catalog.princeton.edu/catalog/coin-11587,"SN  AHM Type II/2 (SN);  De Morgan 4, Plate LXXII",,,,,,
11588,https://catalog.princeton.edu/catalog/coin-11588,"SN  AHM Type II/2 (SN);  De Morgan 4, Plate LXXII",,,,,,
11589,https://catalog.princeton.edu/catalog/coin-11589,"SN  AHM Type II/2 (SN);  De Morgan 4, Plate LXXII",,,,,,
11590,https://catalog.princeton.edu/catalog/coin-11590,SN  WYH Type II/2 (SN);  Paruck 446,,,,,,
11591,https://catalog.princeton.edu/catalog/coin-11591,SN  WYH  Type II/3 (SN),,,,,,
11592,https://catalog.princeton.edu/catalog/coin-11592,SN  GD Type II/2,,,,,,
11593,https://catalog.princeton.edu/catalog/coin-11593,SN  GD Type II/2,,,,,,
11594,https://catalog.princeton.edu/catalog/coin-11594,SN  GD Type II/2,,,,,,
11595,https://catalog.princeton.edu/catalog/coin-11595,"SN  GD Type II/3 (SN);Sunrise Collection  Sunrise collection, no. 981",,,,,,
11596,https://catalog.princeton.edu/catalog/coin-11596,SN  AT Type II/3 (SN);Mochiri  Mochiri 1343,,,,,,
11597,https://catalog.princeton.edu/catalog/coin-11597,SN  NAL/WAL Type II/3 (SN),,,,,,
11598,https://catalog.princeton.edu/catalog/coin-11598,SN  AYL? Type II/3 (SN),,,,,,
11599,https://catalog.princeton.edu/catalog/coin-11599,SN  BBA Type II/3 (SN);Mochiri  Mochiri 271,,,,,,
11600,https://catalog.princeton.edu/catalog/coin-11600,SN  WYHC Type I/1 (SN);Mochiri  700,,,,,,
11601,https://catalog.princeton.edu/catalog/coin-11601,"SNS 1 Group /Mint C (""Ctesiphon"") IIIa(4a)/3a(2b) phase 3, flames 2;SN  III/2",,,,,,
11602,https://catalog.princeton.edu/catalog/coin-11602,"SNS 1 Group /Mint C (""Ctesiphon"") IIIa(4a)/3a(2b) phase 3, flames 2;SN  III/2",,,,,,
11606,https://catalog.princeton.edu/catalog/coin-11606,RIC 7 697.108;Cohen 7 257.244;Numismatique Constantinienne 3 212.II.1,OCRE,http://numismatics.org/ocre/id/ric.7.anch.109,,,,
11607,https://catalog.princeton.edu/catalog/coin-11607,RIC 7 579 59,OCRE,http://numismatics.org/ocre/id/ric.7.cnp.59,,,,
11608,https://catalog.princeton.edu/catalog/coin-11608,RIC 7 296 5,OCRE,http://numismatics.org/ocre/id/ric.7.rom.4,,,,
11609,https://catalog.princeton.edu/catalog/coin-11609,RIC 8 515 39,MISSING ALL ATTRIBUTION,,,,,
11610,https://catalog.princeton.edu/catalog/coin-11610,DOC 3.2 38,,,,,,
11611,https://catalog.princeton.edu/catalog/coin-11611,DOC 3.2 38,,,,,,
11612,https://catalog.princeton.edu/catalog/coin-11612,,,,,,,
11613,https://catalog.princeton.edu/catalog/coin-11613,DOC 3.2 44,,,,,,
11614,https://catalog.princeton.edu/catalog/coin-11614,,,,,,,
11615,https://catalog.princeton.edu/catalog/coin-11615,"SNS 1 Group / Mint C (""Ctesiphon"") V(4a)/3a(2b) phase 3, flames 1;SN  IV/2",,,,,,
11616,https://catalog.princeton.edu/catalog/coin-11616,"SNS 1 Group / Mint C (""Ctesiphon"") IIIa(4a)/3a(2b) phase 3, flames 2, diadem band G, obv. no. 220: 320;SN  III/2",,,,,,
11617,https://catalog.princeton.edu/catalog/coin-11617,"SNS 1 Group / Mint C (""Ctesiphon"") IIIa(4a)/3a(2b) phase 3, flames 2;SN  III/2",,,,,,
11618,https://catalog.princeton.edu/catalog/coin-11618,SNS 1 Style P Type IIc/1b;SN  I/1,,,,,,
11619,https://catalog.princeton.edu/catalog/coin-11619,SNS 2 Style C Type I/1ab;SN  I/1,,,,,,
11620,https://catalog.princeton.edu/catalog/coin-11620,SNS 2 style A Type VIa(1)/1(1a);SN  VII/2,,,,,,
11621,https://catalog.princeton.edu/catalog/coin-11621,SNS 2 style A VIa(1)/2(1a);SN  VII/2,,,,,,
11622,https://catalog.princeton.edu/catalog/coin-11622,SNS 2 style A VIa(1)/1(1a);SN  VII/2,,,,,,
11623,https://catalog.princeton.edu/catalog/coin-11623,SNS 2 Style A/1(Phase 1) TYpe Ia/1a;SN  II/2,,,,,,
11624,https://catalog.princeton.edu/catalog/coin-11624,SNS 2 Style A/1 Type Ia/3b;SN  I/1a,,,,,,
11625,https://catalog.princeton.edu/catalog/coin-11625,SNS 2 Style A/1(Phase 1) Type Ia/1a;SN  II/2,,,,,,
11626,https://catalog.princeton.edu/catalog/coin-11626,SNS 2 Style A/1 Type Ia/3b;SN  I/1a,,,,,,
11627,https://catalog.princeton.edu/catalog/coin-11627,SNS 2 Style C Type Ia/3d (SNS 2) no: 37: 548;SN  I/1a,,,,,,
11628,https://catalog.princeton.edu/catalog/coin-11628,RIC 7 298 22,OCRE,http://numismatics.org/ocre/id/ric.7.rom.19,,,,
11630,https://catalog.princeton.edu/catalog/coin-11630,RIC 7 298 22,OCRE,http://numismatics.org/ocre/id/ric.7.rom.19,,,,
11631,https://catalog.princeton.edu/catalog/coin-11631,RIC 7 298 1,OCRE,http://numismatics.org/ocre/id/ric.7.rom.1,,,,
11633,https://catalog.princeton.edu/catalog/coin-11633,RIC.8 521 112;Waage 121 1458,,,,,,
11634,https://catalog.princeton.edu/catalog/coin-11634,"SNS 3 Mint II (""West"") Type Ib1/3a;MK  1256",,,,,,
11635,https://catalog.princeton.edu/catalog/coin-11635,RIC 7 242 96,OCRE,http://numismatics.org/ocre/id/ric.7.ar.96,,,,
11636,https://catalog.princeton.edu/catalog/coin-11636,RIC 7 650 44,OCRE,http://numismatics.org/ocre/id/ric.7.cyz.44,,,,
11637,https://catalog.princeton.edu/catalog/coin-11637,"SNS 3 Mint IX (""Kabul"") Type Ib1/3a;MK  1256",,,,,,
