ID,Catalog link,Existing References,Nomisma dataset,Reference link,Monogram link from http://numismatics.org/hrc/symbols,Second monogram link,Third monogram link,
2473,https://catalog.princeton.edu/catalog/coin-2473,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2474,https://catalog.princeton.edu/catalog/coin-2474,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2475,https://catalog.princeton.edu/catalog/coin-2475,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2476,https://catalog.princeton.edu/catalog/coin-2476,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2477,https://catalog.princeton.edu/catalog/coin-2477,"Pap. 1 112, 1;CNI, 7  II.12.16;MEC 12 641-642",,,,,,
2478,https://catalog.princeton.edu/catalog/coin-2478,"Pap. 1 112, 1;CNI, 7  II.12.16;MEC 12 641-642",,,,,,
2479,https://catalog.princeton.edu/catalog/coin-2479,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2480,https://catalog.princeton.edu/catalog/coin-2480,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2481,https://catalog.princeton.edu/catalog/coin-2481,"Pap. 1 251, 1;CNI, 7  IV.23.20;MEC 12 647-648",,,,,,
2482,https://catalog.princeton.edu/catalog/coin-2482,"Pap. Francesco Foscari 8.S;CNI, 7  IV.26.46",,,,,,
2483,https://catalog.princeton.edu/catalog/coin-2483,"Pap. 1 270, 5;CNI, 7  IV.25.1?;MEC 12 647, 649",,,,,,
2484,https://catalog.princeton.edu/catalog/coin-2484,"CNI, 7  XIV.12.42",,,,,,
2485,https://catalog.princeton.edu/catalog/coin-2485,"CNI, 7  XV.3.97;Pap. Alvise I Mocenigo 2",,,,,,
2486,https://catalog.princeton.edu/catalog/coin-2486,Pap. Giovanni Cornero 3,,,,,,
2487,https://catalog.princeton.edu/catalog/coin-2487,"Pap. Pietro Gradenigo 3;CNI, 7  II.14.19;MEC 12 642-643",,,,,,
2488,https://catalog.princeton.edu/catalog/coin-2488,"Pap. 1 154, 2;CNI, 7  II.26.11;MEC 12 642-643",,,,,,
2489,https://catalog.princeton.edu/catalog/coin-2489,"Pap. 1 162, 6;CNI, 7  III.5.13;MEC 12 560, 576, 643-644",,,,,,
2490,https://catalog.princeton.edu/catalog/coin-2490,"Pap. 1 162, 5;CNI, 7  III.5.13;MEC 12 560, 576, 643-644",,,,,,
2491,https://catalog.princeton.edu/catalog/coin-2491,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2492,https://catalog.princeton.edu/catalog/coin-2492,"Pap. 1 270, 5;CNI, 7  IV.25.1?;MEC 12 647, 649",,,,,,
2493,https://catalog.princeton.edu/catalog/coin-2493,Pap. Lodovico Manin 7,,,,,,
2494,https://catalog.princeton.edu/catalog/coin-2494,"Pap. 2 220, 13;CNI, 7  XI.6.24;MEC 12 642-643",,,,,,
2495,https://catalog.princeton.edu/catalog/coin-2495,"Pap. Gerolamo Priuli 58.AP;CNI, 7  XIII.13.67",,,,,,
2496,https://catalog.princeton.edu/catalog/coin-2496,"Pap. Marino Grimani 61;CNI, 7  XIX.2.12",,,,,,
2497,https://catalog.princeton.edu/catalog/coin-2497,Pap. Nicolo Contarini 17,,,,,,
2498,https://catalog.princeton.edu/catalog/coin-2498,"Pap. Antonio Venier 229, 2;CNI, 7  III.27.1",,,,,,
2499,https://catalog.princeton.edu/catalog/coin-2499,"Pap. 1 93, 4;CNI, 7  II.2.7;MEC 12 640",,,,,,
2500,https://catalog.princeton.edu/catalog/coin-2500,"Pap. 1 270, 5;CNI, 7  III.27.1;MEC 12 649",,,,,,
2501,https://catalog.princeton.edu/catalog/coin-2501,"Pap. 1 270, 5;CNI, 7  III.27.1;MEC 12 649",,,,,,
2502,https://catalog.princeton.edu/catalog/coin-2502,"Pap. 1 270, 5;CNI, 7  IV.25.1?;MEC 12 647, 649",,,,,,
2503,https://catalog.princeton.edu/catalog/coin-2503,"Pap. Francesco Foscari 5.ND;CNI, 7  IV.26.47;MEC 12 649",,,,,,
2504,https://catalog.princeton.edu/catalog/coin-2504,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2505,https://catalog.princeton.edu/catalog/coin-2505,"Pap. 1 251, 3;CNI, 7  IV.22.8;MEC 12 647-648",,,,,,
2506,https://catalog.princeton.edu/catalog/coin-2506,"Pap. Francesco Foscari 5.ML;CNI, 7  IV.26.56;MEC 12 649",,,,,,
2507,https://catalog.princeton.edu/catalog/coin-2507,"Pap. 1 270, 6;CNI, 7  IV.26.?;MEC 12 649",,,,,,
2508,https://catalog.princeton.edu/catalog/coin-2508,"Pap. Francesco Foscari 5.ML;CNI, 7  IV.26.56;MEC 12 649",,,,,,
2509,https://catalog.princeton.edu/catalog/coin-2509,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2510,https://catalog.princeton.edu/catalog/coin-2510,"Pap. 1 251, 3;CNI, 7  IV.22.8;MEC 12 647-648",,,,,,
2511,https://catalog.princeton.edu/catalog/coin-2511,"Pap. 1 251, 3;CNI, 7  IV.22.8;MEC 12 647-648",,,,,,
2512,https://catalog.princeton.edu/catalog/coin-2512,Schl.  pl. II 6;Malloy  p. 199 3a;Ox.  49,,,,,,
2513,https://catalog.princeton.edu/catalog/coin-2513,Schl.  pl. II 6;Malloy  p. 199 3a;Ox.  49,,,,,,
2514,https://catalog.princeton.edu/catalog/coin-2514,Schl. pl. II 6;Ox.  49;Malloy p. 199 3a,,,,,,
2515,https://catalog.princeton.edu/catalog/coin-2515,Schl.  pl. II 6;Malloy  p. 199 3a;Ox.  49,,,,,,
2516,https://catalog.princeton.edu/catalog/coin-2516,"Pap. 1 270, 5;CNI, 7  IV.25.4;MEC 12 649",,,,,,
2517,https://catalog.princeton.edu/catalog/coin-2517,"Pap. 1 270, 5;CNI, 7  IV.26.38;MEC 12 649",,,,,,
2518,https://catalog.princeton.edu/catalog/coin-2518,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2519,https://catalog.princeton.edu/catalog/coin-2519,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2520,https://catalog.princeton.edu/catalog/coin-2520,"Pap. 1 270, 5;CNI, 7  IV.26.38;MEC 12 649",,,,,,
2521,https://catalog.princeton.edu/catalog/coin-2521,"Pap. 1 229, 2;CNI, 7  IV.10.17;Zecca  Fig. 17.a",,,,,,
2522,https://catalog.princeton.edu/catalog/coin-2522,"Pap. 1 270, 5;CNI, 7  III.27.1;MEC 12 649",,,,,,
2523,https://catalog.princeton.edu/catalog/coin-2523,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2524,https://catalog.princeton.edu/catalog/coin-2524,"Pap. 1 229, 2;MEC 12 647;CNI, 7  III.27.2",,,,,,
2525,https://catalog.princeton.edu/catalog/coin-2525,"Pap. 1 238, 2;MEC 12 647-648;CNI, 7  IV.19.31",,,,,,
2526,https://catalog.princeton.edu/catalog/coin-2526,"Pap. 1 253, 3;CNI, 7  IV.21.6;MEC 12 647-648",,,,,,
2527,https://catalog.princeton.edu/catalog/coin-2527,"Pap. 1 253, 3;CNI, 7  IV.21.6;MEC 12 647-648",,,,,,
2528,https://catalog.princeton.edu/catalog/coin-2528,"Pap. 1 270, 5;CNI, 7  III.27.1;MEC 12 649",,,,,,
2529,https://catalog.princeton.edu/catalog/coin-2529,"Pap. 1 270, 5;CNI, 7  IV.26.55;MEC 12 649",,,,,,
2530,https://catalog.princeton.edu/catalog/coin-2530,"Pap. 1 270, 5;MEC 12 649",,,,,,
2531,https://catalog.princeton.edu/catalog/coin-2531,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2532,https://catalog.princeton.edu/catalog/coin-2532,"Pap. 1 229, 3;MEC 12 647;CNI, 7  III.27.1",,,,,,
2533,https://catalog.princeton.edu/catalog/coin-2533,"Pap. 1 270, 6;CNI, 7  IV.26.?;MEC 12 649",,,,,,
2534,https://catalog.princeton.edu/catalog/coin-2534,H & L  576.4a;WSM  1222,SCO,http://numismatics.org/sco/id/sc.1.576.4a,http://numismatics.org/symbolimages/sco/monogram.houghton.519_1.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.180_2.svg,,
2535,https://catalog.princeton.edu/catalog/coin-2535,"Pap. 1 229, 2;MEC 12 647;CNI, 7  III.27.1",,,,,,
2536,https://catalog.princeton.edu/catalog/coin-2536,"Pap. 1 229, 2;Zecca  Fig. 17.a;CNI, 7  IV.14.41;MEC 12 647",,,,,,
2537,https://catalog.princeton.edu/catalog/coin-2537,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2538,https://catalog.princeton.edu/catalog/coin-2538,"Pap. 1 270, 5;CNI, 7  IV.26.36",,,,,,
2539,https://catalog.princeton.edu/catalog/coin-2539,H & L  576.7;WSM  1226,SCO,http://numismatics.org/sco/id/sc.1.576.7,http://numismatics.org/symbolimages/sco/monogram.houghton.59_2.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.3_4.svg,,
2540,https://catalog.princeton.edu/catalog/coin-2540,"Pap. 1 270, 5;CNI, 7  IV.26.45",,,,,,
2541,https://catalog.princeton.edu/catalog/coin-2541,"Pap. 1 270, 5;CNI, 7  IV.26.38;MEC 12 649",,,,,,
2542,https://catalog.princeton.edu/catalog/coin-2542,"Pap. 1 230, 4;CNI, 7  IV.26.24;MEC 12 647",,,,,,
2543,https://catalog.princeton.edu/catalog/coin-2543,H & L  587.1a;ESM  178;Houghton  955,SCO,http://numismatics.org/sco/id/sc.1.587.1a,http://numismatics.org/symbolimages/sco/monogram.houghton.303_1.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.588_1.svg,,
2544,https://catalog.princeton.edu/catalog/coin-2544,"Pap. 1 270, 6;CNI, 7  IV.26.47;MEC 12 649",,,,,,
2545,https://catalog.princeton.edu/catalog/coin-2545,"Pap. 1 270, 5;CNI, 7  IV.26.55;MEC 12 649",,,,,,
2546,https://catalog.princeton.edu/catalog/coin-2546,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2547,https://catalog.princeton.edu/catalog/coin-2547,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2548,https://catalog.princeton.edu/catalog/coin-2548,"Pap. 1 238, 2;CNI, 7  IV.19.31",,,,,,
2549,https://catalog.princeton.edu/catalog/coin-2549,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2550,https://catalog.princeton.edu/catalog/coin-2550,"Pap. 1 270, 5;MEC 12 649",,,,,,
2551,https://catalog.princeton.edu/catalog/coin-2551,"Pap. 1 270, 5;CNI, 7  IV.26.5;MEC 12 649",,,,,,
2552,https://catalog.princeton.edu/catalog/coin-2552,"Pap. Francesco Foscari 5.ML;CNI, 7  IV.26.56;MEC 12 649",,,,,,
2553,https://catalog.princeton.edu/catalog/coin-2553,"Pap. 1 270, 5;CNI, 7  IV.26.55;MEC 12 649",,,,,,
2554,https://catalog.princeton.edu/catalog/coin-2554,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2555,https://catalog.princeton.edu/catalog/coin-2555,"Pap. 1 270, 5;CNI, 7  IV.25.4;MEC 12 649",,,,,,
2556,https://catalog.princeton.edu/catalog/coin-2556,"Pap. 1 270, 5;CNI, 7  III.27.1;MEC 12 649",,,,,,
2557,https://catalog.princeton.edu/catalog/coin-2557,H & L  380.3;ESM  171,SCO,http://numismatics.org/sco/id/sc.1.380.3,http://numismatics.org/symbolimages/sco/monogram.houghton.189_2.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.561_6.svg,,
2558,https://catalog.princeton.edu/catalog/coin-2558,H & L  495.2b;WSM  1511v;Houghton  630v,SCO,http://numismatics.org/sco/id/sc.1.495.2b,http://numismatics.org/symbolimages/sco/monogram.houghton.176_2.svg,,,
2559,https://catalog.princeton.edu/catalog/coin-2559,Schl. pl. II 6;Ox.  49;Malloy p. 199 3a,,,,,,
2560,https://catalog.princeton.edu/catalog/coin-2560,Schl.  pl. II 6;Malloy  p. 199 3a;Ox.  49,,,,,,
2562,https://catalog.princeton.edu/catalog/coin-2562,H & L  549;WSM  1468,SCO,http://numismatics.org/sco/id/sc.1.549,http://numismatics.org/symbolimages/sco/monogram.houghton.295_1.svg,,,
2563,https://catalog.princeton.edu/catalog/coin-2563,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2564,https://catalog.princeton.edu/catalog/coin-2564,H & L  524.1;WSM  1413v,SCO,http://numismatics.org/sco/id/sc.1.524.1,http://numismatics.org/symbolimages/sco/monogram.houghton.212.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.206_5.svg,,
2565,https://catalog.princeton.edu/catalog/coin-2565,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2566,https://catalog.princeton.edu/catalog/coin-2566,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2567,https://catalog.princeton.edu/catalog/coin-2567,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2568,https://catalog.princeton.edu/catalog/coin-2568,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2569,https://catalog.princeton.edu/catalog/coin-2569,H & L  526.1;WSM  1412;Houghton  601,SCO,http://numismatics.org/sco/id/sc.1.526.1,http://numismatics.org/symbolimages/sco/monogram.houghton.287_4.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.112.svg,,
2570,https://catalog.princeton.edu/catalog/coin-2570,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2571,https://catalog.princeton.edu/catalog/coin-2571,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2572,https://catalog.princeton.edu/catalog/coin-2572,H & L  525.1a;WSM  1407;Houghton  601v,SCO,http://numismatics.org/sco/id/sc.1.525.1a,http://numismatics.org/symbolimages/sco/monogram.houghton.212.svg,,,
2573,https://catalog.princeton.edu/catalog/coin-2573,H & L  525.1bv;WSM  1409v;Houghton  601v,SCO,http://numismatics.org/sco/id/sc.1.525.1b,http://numismatics.org/symbolimages/sco/monogram.houghton.212.svg,,,
2574,https://catalog.princeton.edu/catalog/coin-2574,H & L  537b;WSM  1393v;Houghton  598v,SCO,http://numismatics.org/sco/id/sc.1.537b,http://numismatics.org/symbolimages/sco/monogram.houghton.546_1.svg,http://numismatics.org/symbolimages/sco/monogram.houghton.382.svg,,
2575,https://catalog.princeton.edu/catalog/coin-2575,H & L  527.2a;WSM  1402,SCO,http://numismatics.org/sco/id/sc.1.527.2a,http://numismatics.org/symbolimages/sco/monogram.houghton.443.svg,,,
2576,https://catalog.princeton.edu/catalog/coin-2576,H & L  528.3;WSM  1397,SCO,http://numismatics.org/sco/id/sc.1.528.3,http://numismatics.org/symbolimages/sco/monogram.houghton.69_2.svg,,,
2577,https://catalog.princeton.edu/catalog/coin-2577,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2578,https://catalog.princeton.edu/catalog/coin-2578,Schl. pl. II 7;Ox. pl. 4 63;Malloy p. 199 4,,,,,,
2579,https://catalog.princeton.edu/catalog/coin-2579,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2580,https://catalog.princeton.edu/catalog/coin-2580,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2581,https://catalog.princeton.edu/catalog/coin-2581,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2582,https://catalog.princeton.edu/catalog/coin-2582,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2583,https://catalog.princeton.edu/catalog/coin-2583,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2584,https://catalog.princeton.edu/catalog/coin-2584,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2585,https://catalog.princeton.edu/catalog/coin-2585,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2586,https://catalog.princeton.edu/catalog/coin-2586,Schl. pl. II 8;Ox. pl. 5 81;Malloy p. 199 5,,,,,,
2587,https://catalog.princeton.edu/catalog/coin-2587,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2588,https://catalog.princeton.edu/catalog/coin-2588,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2589,https://catalog.princeton.edu/catalog/coin-2589,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2590,https://catalog.princeton.edu/catalog/coin-2590,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2591,https://catalog.princeton.edu/catalog/coin-2591,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2592,https://catalog.princeton.edu/catalog/coin-2592,Schl. pl. V 1;Ox. pl. 4 71;Malloy p. 200 6,,,,,,
2593,https://catalog.princeton.edu/catalog/coin-2593,"Pap. Tomaso Mocenigo 2;MEC 12 647-648;CNI, 7  IV.23.22",,,,,,
2594,https://catalog.princeton.edu/catalog/coin-2594,"Pap. 1 251, 3;MEC 12 648",,,,,,
2595,https://catalog.princeton.edu/catalog/coin-2595,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2596,https://catalog.princeton.edu/catalog/coin-2596,"Pap. 1 270, 5;MEC 12 649",,,,,,
2597,https://catalog.princeton.edu/catalog/coin-2597,"Pap. 1 251, 2;CNI, 7  IV.23.22;MEC 12 647-648",,,,,,
2598,https://catalog.princeton.edu/catalog/coin-2598,"Pap. 1 270, 5;MEC 12 649",,,,,,
2599,https://catalog.princeton.edu/catalog/coin-2599,"Pap. 1 270, 5;MEC 12 649",,,,,,
2600,https://catalog.princeton.edu/catalog/coin-2600,"Pap. 1 270, 5;MEC 12 649",,,,,,
2601,https://catalog.princeton.edu/catalog/coin-2601,"Pap. 1 270, 5;MEC 12 649",,,,,,
2602,https://catalog.princeton.edu/catalog/coin-2602,,,,,,,
2603,https://catalog.princeton.edu/catalog/coin-2603,"Pap. 1 270, 5;MEC 12 649",,,,,,
2604,https://catalog.princeton.edu/catalog/coin-2604,"Pap. 1 230, 4;CNI, 7  IV.26.24;MEC 12 647",,,,,,
2605,https://catalog.princeton.edu/catalog/coin-2605,"Pap. 1 230, 5;CNI, 7  .26.12;MEC 12 647",,,,,,
2606,https://catalog.princeton.edu/catalog/coin-2606,"Pap. 1 230, 5;CNI, 7  III.27.10;MEC 12 647",,,,,,
2607,https://catalog.princeton.edu/catalog/coin-2607,"Pap. 1 230, 5;CNI, 7  IV.12.21",,,,,,
2608,https://catalog.princeton.edu/catalog/coin-2608,"Pap. 1 230, 4;CNI, 7  IV.26.24;MEC 12 647",,,,,,
2609,https://catalog.princeton.edu/catalog/coin-2609,"Pap. 1 230, 4;CNI, 7  III.27.3;MEC 12 647",,,,,,
2611,https://catalog.princeton.edu/catalog/coin-2611,"Pap. 1 270, 5;CNI, 7  IV.25.4;MEC 12 649",,,,,,
2612,https://catalog.princeton.edu/catalog/coin-2612,MEC 14  514,,,,,,
2613,https://catalog.princeton.edu/catalog/coin-2613,MEC 14  94,,,,,,
2614,https://catalog.princeton.edu/catalog/coin-2614,MEC 14  176,,,,,,
2615,https://catalog.princeton.edu/catalog/coin-2615,MEC 14  425,,,,,,
2616,https://catalog.princeton.edu/catalog/coin-2616,MEC 14  425,,,,,,
2617,https://catalog.princeton.edu/catalog/coin-2617,MEC 14  411v,,,,,,
2618,https://catalog.princeton.edu/catalog/coin-2618,MEC 14  411v,,,,,,
2619,https://catalog.princeton.edu/catalog/coin-2619,MEC 14  766,,,,,,
2620,https://catalog.princeton.edu/catalog/coin-2620,MEC 14  677,,,,,,
2621,https://catalog.princeton.edu/catalog/coin-2621,MEC 14  677,,,,,,
2622,https://catalog.princeton.edu/catalog/coin-2622,MEC 14  695,,,,,,
2623,https://catalog.princeton.edu/catalog/coin-2623,MEC 14  1008,,,,,,
2624,https://catalog.princeton.edu/catalog/coin-2624,MEC 14  973,,,,,,
2625,https://catalog.princeton.edu/catalog/coin-2625,MEC 14  989,,,,,,
2626,https://catalog.princeton.edu/catalog/coin-2626,MEC 14  686,,,,,,
2627,https://catalog.princeton.edu/catalog/coin-2627,MEC 14  706,,,,,,
2628,https://catalog.princeton.edu/catalog/coin-2628,MEC 14  221,,,,,,
2629,https://catalog.princeton.edu/catalog/coin-2629,MEC 14  432,,,,,,
2630,https://catalog.princeton.edu/catalog/coin-2630,MEC 14  488,,,,,,
2631,https://catalog.princeton.edu/catalog/coin-2631,MEC 14  485,,,,,,
2632,https://catalog.princeton.edu/catalog/coin-2632,MEC 14  401,,,,,,
2633,https://catalog.princeton.edu/catalog/coin-2633,MEC 14  552,,,,,,
2634,https://catalog.princeton.edu/catalog/coin-2634,MEC 14  602,,,,,,
2635,https://catalog.princeton.edu/catalog/coin-2635,MEC 14  784,,,,,,
2636,https://catalog.princeton.edu/catalog/coin-2636,"Pap. Antonio Venier 5.C;CNI, 7  III.27.11;MEC 12 647",,,,,,
2637,https://catalog.princeton.edu/catalog/coin-2637,"Pap. 1 200, 2;CNI, 7  III.28.9;MEC 12 644-646",,,,,,
2638,https://catalog.princeton.edu/catalog/coin-2638,Pap. Monete Anonime II 15,,,,,,
2639,https://catalog.princeton.edu/catalog/coin-2639,Pap. Monete Anonime II 15,,,,,,
2640,https://catalog.princeton.edu/catalog/coin-2640,Pap. Domenico Contarini 202,,,,,,
2641,https://catalog.princeton.edu/catalog/coin-2641,Liguria - Isola Di Corsica Repubblica II.5.42,,,,,,
2642,https://catalog.princeton.edu/catalog/coin-2642,Liguria - Isola Di Corsica Repubblica I.21.81,,,,,,
2643,https://catalog.princeton.edu/catalog/coin-2643,Liguria - Isola Di Corsica Raffaele Adorno V.16.26,,,,,,
2644,https://catalog.princeton.edu/catalog/coin-2644,Liguria - Isola Di Corsica Repubblica II.12.42,,,,,,
2645,https://catalog.princeton.edu/catalog/coin-2645,Liguria - Isola Di Corsica 1577 LB XI.10.9,,,,,,
2646,https://catalog.princeton.edu/catalog/coin-2646,"Le monete dei papi e degli stati pontifici Roman Senate 57.VIII;Roma, parte I  VII.1.3",,,,,,
2647,https://catalog.princeton.edu/catalog/coin-2647,"Le monete dei papi e degli stati pontifici Roman Senate 80.I;Roma, parte I  IX.7.299",,,,,,
2648,https://catalog.princeton.edu/catalog/coin-2648,"Le monete dei papi e degli stati pontifici Roman Senate 88.I;Roma, parte I  IX.22.410",,,,,,
2649,https://catalog.princeton.edu/catalog/coin-2649,"Le monete dei papi e degli stati pontifici Roman Senate 94;Roma, parte I  IX.12.340",,,,,,
2650,https://catalog.princeton.edu/catalog/coin-2650,Le monete dei papi e degli stati pontifici Gregory XIII 28v,,,,,,
2651,https://catalog.princeton.edu/catalog/coin-2651,RIC.1. p. 64 59;BMC.1. p. 107 662;Sear  1593,,,,,,
2652,https://catalog.princeton.edu/catalog/coin-2652,RIC.1. p. 88 327;BMC.1. p. 78 455;Sear  1610v,,,,,,
2653,https://catalog.princeton.edu/catalog/coin-2653,RIC.1. Augustus 19;BMC.1. Augustus 650,,,,,,
2654,https://catalog.princeton.edu/catalog/coin-2654,RIC.1. Augustus 19;BMC.1. Augustus 650,,,,,,
2655,https://catalog.princeton.edu/catalog/coin-2655,RIC.1. Augustus 41;BMC.1. Augustus 674;Recognising Deceptive Imitations Augustus ;Sear Augustus 1591,,,,,,
2656,https://catalog.princeton.edu/catalog/coin-2656,RIC.1. Augustus 18;BMC.1. Augustus 647,,,,,,
2657,https://catalog.princeton.edu/catalog/coin-2657,RIC.1. Augustus 18;BMC.1. Augustus 647,,,,,,
2658,https://catalog.princeton.edu/catalog/coin-2658,RIC.1. Augustus 267;BMC.1. Augustus 664;Sear Augustus 1592,,,,,,
2660,https://catalog.princeton.edu/catalog/coin-2660,RIC.1. Augustus 267;BMC.1. Augustus 664;Sear Augustus 1592,,,,,,
2661,https://catalog.princeton.edu/catalog/coin-2661,,,,,,,
2662,https://catalog.princeton.edu/catalog/coin-2662,,,,,,,
2663,https://catalog.princeton.edu/catalog/coin-2663,RIC.1.  8;BMC.1. Augustus 645,,,,,,
2664,https://catalog.princeton.edu/catalog/coin-2664,,,,,,,
2665,https://catalog.princeton.edu/catalog/coin-2665,,,,,,,
2666,https://catalog.princeton.edu/catalog/coin-2666,BMC.1. Augustus 603;RIC.1. Augustus 27;Sear  1552,,,,,,
2667,https://catalog.princeton.edu/catalog/coin-2667,RIC.1. Augustus 24;BMC.1. Augustus 605,,,,,,
2668,https://catalog.princeton.edu/catalog/coin-2668,RIC.1. Augustus 24;BMC.1. Augustus 605,,,,,,
2669,https://catalog.princeton.edu/catalog/coin-2669,RIC.1. Augustus 2;BMC.1. Augustus 609;Sear Augustus 1548,,,,,,
2670,https://catalog.princeton.edu/catalog/coin-2670,RIC.1. Augustus 2;BMC.1. Augustus 609;Sear Augustus 1548,,,,,,
2671,https://catalog.princeton.edu/catalog/coin-2671,RIC.1. Augustus 3;BMC.1. Augustus 611;Sear Augustus 1549,,,,,,
2672,https://catalog.princeton.edu/catalog/coin-2672,RIC.1. Augustus 36;BMC.1. Augustus 631;RRC  540/2,,,,,,
2673,https://catalog.princeton.edu/catalog/coin-2673,RIC.1. Augustus 36;BMC.1. Augustus 631;RRC  540/2,,,,,,
2674,https://catalog.princeton.edu/catalog/coin-2674,RIC.1. Augustus 36;BMC.1. Augustus 631;RRC  540/2,,,,,,
2675,https://catalog.princeton.edu/catalog/coin-2675,RIC.1. Augustus 274;BMC.1. Augustus 359,,,,,,
2676,https://catalog.princeton.edu/catalog/coin-2676,RIC.1. Augustus 4;BMC.1. Augustus 617;Sear Augustus 1555,,,,,,
2677,https://catalog.princeton.edu/catalog/coin-2677,RIC.1. Augustus 4;BMC.1. Augustus 617;Sear Augustus 1555,,,,,,
2678,https://catalog.princeton.edu/catalog/coin-2678,,,,,,,
2679,https://catalog.princeton.edu/catalog/coin-2679,,,,,,,
2680,https://catalog.princeton.edu/catalog/coin-2680,BMC.1. Augustus 638;RIC.1. Augustus 6,,,,,,
2682,https://catalog.princeton.edu/catalog/coin-2682,BMC.1. Augustus 624;RIC.1. Augustus 37;Sear  1558,,,,,,
2683,https://catalog.princeton.edu/catalog/coin-2683,BMC.1. Augustus 633;RIC.1. Augustus 38;Sear  1559,,,,,,
2684,https://catalog.princeton.edu/catalog/coin-2684,"Betts  542;Julian  MI-1;Stahl, Comitia Americana  29;Adams pages 39-53",,,,,,
2685,https://catalog.princeton.edu/catalog/coin-2685,RIC.1. Augustus pg.44;BMC.1. Augustus 690,,,,,,
2686,https://catalog.princeton.edu/catalog/coin-2686,RIC.1. Augustus 23;BMC.1. Augustus 309;Sear Augustus 1546,,,,,,
2687,https://catalog.princeton.edu/catalog/coin-2687,"Betts  542;Julian  MI-1;Stahl, Comitia Americana  22;Adams  39-53",,,,,,
2688,https://catalog.princeton.edu/catalog/coin-2688,"Betts  542;Julian  MI-1;Stahl, Comitia Americana  27;Adams  39-54",,,,,,
2689,https://catalog.princeton.edu/catalog/coin-2689,"Betts  542;Julian  MI-1;Stahl, Comitia Americana  14;Adams  39-54",,,,,,
2690,https://catalog.princeton.edu/catalog/coin-2690,"Betts  542;Julian  MI-1;Stahl, Comitia Americana  14;Adams  39-54",,,,,,
